cif_name,name,Di,Df_x,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,Df_y
MOF_net-uns_node1-N57_edge1-E5,MOF_net-uns_node1-N57_edge1-E5.cif,,,,0.339116,1678.43,4949.42,0.8124,2.39564043,0.8124,0.0,2.39564,0.0,80073.2,0.0,15.5441
