cif_name,name,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV_x,PONAV,POAV_y
MOF_net-anh_node1-N12_node2-orgN9_edge1-none,MOF_net-anh_node1-N12_node2-orgN9_edge1-none.cif,8.1506,5.41241,8.1506,0.99603,1898.35,1905.92,0.5089,0.510928386,0.5016,0.0073,0.503599,0.0073291,0.503599,32.7242,
MOF_net-anh_node1-N13_node2-orgN8_edge1-none,MOF_net-anh_node1-N13_node2-orgN8_edge1-none.cif,6.86577,5.19161,6.86577,1.75943,1242.02,705.92,0.3677,0.208988138,0.3677,0.0,0.208988,0.0,0.208988,0.0,
MOF_net-anh_node1-N16_node2-orgN8_edge1-none,MOF_net-anh_node1-N16_node2-orgN8_edge1-none.cif,7.3326,4.53812,7.29905,1.10899,1492.11,1345.47,0.4193,0.378091777,0.4193,0.0,0.378093,0.0,0.378093,0.0,
MOF_net-anh_node1-N17_node2-orgN9_edge1-none,MOF_net-anh_node1-N17_node2-orgN9_edge1-none.cif,8.33934,5.57898,8.33934,0.886279,1977.91,2231.71,0.527,0.594620881,0.527,0.0,0.594621,0.0,0.594621,0.0,
MOF_net-anh_node1-N21_node2-orgN22_edge1-none,MOF_net-anh_node1-N21_node2-orgN22_edge1-none.cif,13.37647,11.56145,13.35707,0.67532,1898.99,2811.99,0.6843,1.0132974,0.6843,0.0,1.0133,0.0,1.0133,0.0,
MOF_net-anh_node1-N30_node2-orgN8_edge1-none,MOF_net-anh_node1-N30_node2-orgN8_edge1-none.cif,7.32242,4.43726,7.31619,1.11387,1547.64,1389.43,0.431,0.38693923,0.431,0.0,0.38694,0.0,0.38694,0.0,
MOF_net-anh_node1-N36_node2-orgN8_edge1-none,MOF_net-anh_node1-N36_node2-orgN8_edge1-none.cif,7.13085,4.38838,6.99035,1.17161,1506.34,1285.71,0.4173,0.356176543,0.4173,0.0,0.356178,0.0,0.356178,0.0,
MOF_net-anh_node1-N36_node2-orgN9_edge1-none,MOF_net-anh_node1-N36_node2-orgN9_edge1-none.cif,8.08047,5.49262,8.06389,0.970392,1890.9,1948.6,0.512,0.527621827,0.5046,0.0074,0.519996,0.00762578,0.519996,33.4654,
MOF_net-anh_node1-N58_node2-orgN11_edge1-none,MOF_net-anh_node1-N58_node2-orgN11_edge1-none.cif,13.16524,11.91977,13.12157,0.675289,1942.23,2876.15,0.7018,1.039258747,0.7018,0.0,1.03926,0.0,1.03926,0.0,
MOF_net-anh_node1-N58_node2-orgN3_edge1-none,MOF_net-anh_node1-N58_node2-orgN3_edge1-none.cif,13.19888,11.81082,13.17427,0.662094,1928.52,2912.76,0.6987,1.055288222,0.6987,0.0,1.05529,0.0,1.05529,0.0,
MOF_net-anh_node1-N69_node2-orgN8_edge1-none,MOF_net-anh_node1-N69_node2-orgN8_edge1-none.cif,6.79487,4.0763,6.62853,1.21263,1432.89,1181.64,0.4074,0.335963979,0.4074,0.0,0.335963,0.0,0.335963,0.0,
MOF_net-anh_node1-N69_node2-orgN9_edge1-none,MOF_net-anh_node1-N69_node2-orgN9_edge1-none.cif,7.95266,5.3446,7.95266,0.993147,1907.3,1920.46,0.522,0.52560195,0.522,0.0,0.525602,0.0,0.525602,0.0,
MOF_net-ant_node1-N52_node2-orgN8_edge1-none,MOF_net-ant_node1-N52_node2-orgN8_edge1-none.cif,6.47658,3.87184,6.47658,1.50126,1134.96,756.008,0.3551,0.236534644,0.3551,0.0,0.236535,0.0,0.236535,0.0,
MOF_net-apo_node1-N46_node2-orgN3_edge1-none,MOF_net-apo_node1-N46_node2-orgN3_edge1-none.cif,6.35541,3.91948,6.15086,1.29335,1068.45,826.112,0.2842,0.219739436,0.2842,0.0,0.21974,0.0,0.21974,0.0,
MOF_net-bcg_node1-N25_edge1-E2,MOF_net-bcg_node1-N25_edge1-E2.cif,4.77784,3.91541,4.75333,2.03319,166.092,81.69,0.1223,0.060151781,0.0514,0.0709,0.0252804,0.0348713,0.0252804,290.639,
MOF_net-bcg_node1-N34_edge1-E2,MOF_net-bcg_node1-N34_edge1-E2.cif,5.52971,4.02884,5.52971,1.71335,239.997,140.074,0.1496,0.087314326,0.0728,0.0768,0.0424898,0.0448244,0.0424898,373.595,
MOF_net-bcs_node1-N20_edge1-E10,MOF_net-bcs_node1-N20_edge1-E10.cif,6.67563,4.60834,6.55368,1.34528,1319.65,980.947,0.2773,0.206128092,0.2758,0.0015,0.205013,0.00111501,0.205013,29.3392,
MOF_net-bcs_node1-N44_edge1-E2,MOF_net-bcs_node1-N44_edge1-E2.cif,6.51827,3.88995,6.46086,1.26802,782.826,617.36,0.1529,0.120581694,0.1413,0.0116,0.111434,0.00914811,0.111434,363.037,
MOF_net-bcu-b_node1-N76_node2-N77_edge1-E10,MOF_net-bcu-b_node1-N76_node2-N77_edge1-E10.cif,5.68148,3.7965,5.64893,1.07158,1183.04,1104.02,0.3555,0.331753112,0.3555,0.0,0.331754,0.0,0.331754,0.0,
MOF_net-bcu-b_node1-N77_node2-N76_edge1-E2,MOF_net-bcu-b_node1-N77_node2-N76_edge1-E2.cif,6.19092,4.2855,6.17775,1.04023,1274.49,1225.2,0.3571,0.343289465,0.3571,0.0,0.34329,0.0,0.34329,0.0,
MOF_net-can_node1-N42_edge1-none,MOF_net-can_node1-N42_edge1-none.cif,6.48372,4.71505,5.56314,1.3755,177.389,128.964,0.292,0.212286441,0.0501,0.2419,0.0364232,0.175864,0.0364232,1633.45,
MOF_net-cdl_node1-N54_edge1-none,MOF_net-cdl_node1-N54_edge1-none.cif,5.95582,3.98363,5.88924,0.846433,537.636,635.178,0.4112,0.485803365,0.2191,0.1921,0.258851,0.226952,0.258851,302.005,
MOF_net-cds_node1-N24_edge1-none,MOF_net-cds_node1-N24_edge1-none.cif,6.25409,5.57213,6.08777,0.958562,1455.86,1518.79,0.443,0.462150596,0.443,0.0,0.46215,0.0,0.46215,0.0,
MOF_net-cds_node1-N41_edge1-none,MOF_net-cds_node1-N41_edge1-none.cif,6.26699,5.30452,6.25483,0.986065,1337.16,1356.06,0.4069,0.412650282,0.4069,0.0,0.41265,0.0,0.41265,0.0,
MOF_net-cor_node1-N29_node2-N52_edge1-none,MOF_net-cor_node1-N29_node2-N52_edge1-none.cif,6.03025,5.32228,6.03025,1.43597,1698.3,1182.68,0.4294,0.299031317,0.4294,0.0,0.299031,0.0,0.299031,0.0,
MOF_net-cor_node1-N78_node2-N52_edge1-none,MOF_net-cor_node1-N78_node2-N52_edge1-none.cif,6.17338,4.98463,6.15588,1.52952,1800.03,1176.86,0.4278,0.279695591,0.4278,0.0,0.279695,0.0,0.279695,0.0,
MOF_net-crs_node1-N39_edge1-none,MOF_net-crs_node1-N39_edge1-none.cif,6.45623,4.43952,6.45076,1.22939,1529.71,1244.28,0.3729,0.303321159,0.3729,0.0,0.303321,0.0,0.303321,0.0,
MOF_net-ctn_node1-N42_node2-orgN9_edge1-none,MOF_net-ctn_node1-N42_node2-orgN9_edge1-none.cif,6.76764,3.77403,6.76763,1.29604,662.978,511.541,0.1923,0.14837505,0.1832,0.0091,0.141354,0.00702138,0.141354,79.2237,
MOF_net-dmp_node1-N24_edge1-E10,MOF_net-dmp_node1-N24_edge1-E10.cif,6.24288,5.48422,6.06767,1.35346,1102.7,814.725,0.3177,0.234731725,0.3177,0.0,0.234732,0.0,0.234732,0.0,
MOF_net-dmp_node1-N55_edge1-none,MOF_net-dmp_node1-N55_edge1-none.cif,4.53439,3.95195,4.51811,1.42712,390.322,273.503,0.2082,0.145888222,0.2082,0.0,0.145888,0.0,0.145888,0.0,
MOF_net-ecf_node1-N5_edge1-none,MOF_net-ecf_node1-N5_edge1-none.cif,6.85759,4.28428,6.77607,1.32839,1238.64,932.439,0.3236,0.243603159,0.3236,0.0,0.243604,0.0,0.243604,0.0,
MOF_net-ech_node1-N22_edge1-none,MOF_net-ech_node1-N22_edge1-none.cif,11.6292,5.0639,11.62912,1.19055,1575.46,1323.3,0.4605,0.386796019,0.4605,0.0,0.386797,0.0,0.386797,0.0,
MOF_net-ech_node1-N5_edge1-none,MOF_net-ech_node1-N5_edge1-none.cif,10.15757,4.59836,10.14542,1.27105,1321.09,1039.37,0.3275,0.257660989,0.3275,0.0,0.257662,0.0,0.257662,0.0,
MOF_net-ecn_node1-N9_edge1-none,MOF_net-ecn_node1-N9_edge1-none.cif,5.11793,4.40142,4.52198,1.76276,195.648,110.99,0.054,0.030633779,0.054,0.0,0.0306338,0.0,0.0306338,0.0,
MOF_net-ecv_node1-N9_edge1-none,MOF_net-ecv_node1-N9_edge1-none.cif,5.87692,4.59008,5.87468,1.24573,1563.35,1254.97,0.3321,0.266590674,0.3321,0.0,0.266592,0.0,0.266592,0.0,
MOF_net-eea_node1-N43_node2-orgN8_edge1-none,MOF_net-eea_node1-N43_node2-orgN8_edge1-none.cif,6.57036,5.11043,6.57036,1.78768,719.926,402.714,0.2246,0.125637698,0.1884,0.0362,0.105388,0.0202497,0.105388,388.392,
MOF_net-eea_node1-N43_node2-orgN9_edge1-none,MOF_net-eea_node1-N43_node2-orgN9_edge1-none.cif,7.15013,4.51962,7.15013,1.55,694.645,448.159,0.2432,0.156903226,0.1643,0.0789,0.106,0.0509033,0.106,944.348,
MOF_net-eea_node1-N45_node2-orgN8_edge1-none,MOF_net-eea_node1-N45_node2-orgN8_edge1-none.cif,6.56596,5.15916,6.56596,1.79519,714.337,397.917,0.2236,0.124555061,0.1886,0.035,0.105058,0.0194965,0.105058,374.922,
MOF_net-eea_node1-N45_node2-orgN9_edge1-none,MOF_net-eea_node1-N45_node2-orgN9_edge1-none.cif,7.15474,4.53895,7.15474,1.55557,698.657,449.133,0.243,0.156212835,0.164,0.079,0.105428,0.0507854,0.105428,944.702,
MOF_net-eea_node1-N47_node2-orgN9_edge1-none,MOF_net-eea_node1-N47_node2-orgN9_edge1-none.cif,7.1847,4.59534,7.1847,1.52424,717.465,470.705,0.2508,0.164541017,0.1705,0.0803,0.111859,0.0526821,0.111859,969.024,
MOF_net-fcu_node1-N27_edge1-E10,MOF_net-fcu_node1-N27_edge1-E10.cif,9.49895,3.80575,8.78185,1.55213,840.76,541.682,0.3534,0.227687114,0.2721,0.0813,0.175307,0.0523796,0.175307,829.716,
MOF_net-fcu_node1-N8_edge1-E10,MOF_net-fcu_node1-N8_edge1-E10.cif,9.03308,3.79011,9.02981,1.63012,1095.68,672.146,0.3324,0.203911368,0.3324,0.0,0.203911,0.0,0.203911,0.0,
MOF_net-fcu_node1-N8_edge1-E2,MOF_net-fcu_node1-N8_edge1-E2.cif,8.22587,4.08931,8.22302,1.59191,1022.64,642.398,0.2831,0.177836687,0.277,0.0061,0.174005,0.00383187,0.174005,61.662,
MOF_net-fno_node1-N86_edge1-none,MOF_net-fno_node1-N86_edge1-none.cif,8.00877,3.75662,8.00877,1.05048,819.647,780.261,0.2023,0.192578631,0.1788,0.0235,0.170208,0.0223708,0.170208,640.46,
MOF_net-fnq_node1-N0_edge1-none,MOF_net-fnq_node1-N0_edge1-none.cif,9.28805,7.24683,9.28805,0.90397,1879.12,2078.74,0.5108,0.565063,0.5108,0.0,0.565063,0.0,0.565063,0.0,
MOF_net-fnz_node1-N0_edge1-none,MOF_net-fnz_node1-N0_edge1-none.cif,9.31359,5.72029,9.31359,1.35087,707.089,523.432,0.2357,0.17448015,0.2193,0.0164,0.16234,0.0121403,0.16234,102.596,
MOF_net-ftw_node1-N24_node2-N72_edge1-none,MOF_net-ftw_node1-N24_node2-N72_edge1-none.cif,8.0609,3.90212,7.76423,1.35064,1126.92,834.36,0.3835,0.283939466,0.3835,0.0,0.283939,0.0,0.283939,0.0,
MOF_net-ftw_node1-N27_node2-orgN10_edge1-none,MOF_net-ftw_node1-N27_node2-orgN10_edge1-none.cif,7.68275,4.19782,6.35649,1.5348,1122.54,731.388,0.343,0.223481887,0.343,0.0,0.223482,0.0,0.223482,0.0,
MOF_net-ftw_node1-N27_node2-orgN15_edge1-none,MOF_net-ftw_node1-N27_node2-orgN15_edge1-none.cif,8.74884,3.91023,8.66707,1.52449,1318.49,864.875,0.422,0.276813885,0.422,0.0,0.276814,0.0,0.276814,0.0,
MOF_net-gar_node1-N10_node2-N70_edge1-none,MOF_net-gar_node1-N10_node2-N70_edge1-none.cif,8.46704,5.29408,8.46704,1.15086,1579.12,1372.13,0.3885,0.337573641,0.3885,0.0,0.337574,0.0,0.337574,0.0,
MOF_net-gar_node1-N55_node2-N12_edge1-none,MOF_net-gar_node1-N55_node2-N12_edge1-none.cif,8.92215,6.07768,8.92215,1.19281,1672.33,1402.02,0.4233,0.354876301,0.4233,0.0,0.354877,0.0,0.354877,0.0,
MOF_net-gar_node1-N73_node2-N33_edge1-none,MOF_net-gar_node1-N73_node2-N33_edge1-none.cif,9.89824,6.58146,9.89824,1.16427,1911.15,1641.49,0.4991,0.428680632,0.4991,0.0,0.428679,0.0,0.428679,0.0,
MOF_net-ghw_node1-N86_edge1-E10,MOF_net-ghw_node1-N86_edge1-E10.cif,7.24628,4.50296,6.50704,0.85145,1793.04,2105.87,0.4079,0.479065124,0.4079,0.0,0.479065,0.0,0.479065,0.0,
MOF_net-gis_node1-N42_edge1-none,MOF_net-gis_node1-N42_edge1-none.cif,9.07583,4.41705,8.82228,1.29119,1308.25,1013.21,0.3577,0.277031266,0.3554,0.0023,0.27525,0.0017813,0.27525,22.06,
MOF_net-hjm_node1-N4_edge1-E7,MOF_net-hjm_node1-N4_edge1-E7.cif,7.45353,4.39315,6.95204,0.857766,248.467,289.668,0.2699,0.314654579,0.0653,0.2046,0.076128,0.238527,0.076128,3304.65,
MOF_net-iac_node1-N18_node2-N49_edge1-none,MOF_net-iac_node1-N18_node2-N49_edge1-none.cif,6.19089,3.86206,6.19089,1.40622,941.842,669.771,0.2485,0.176714881,0.2485,0.0,0.176715,0.0,0.176715,0.0,
MOF_net-iac_node1-N55_node2-N39_edge1-none,MOF_net-iac_node1-N55_node2-N39_edge1-none.cif,6.35629,4.28356,6.29898,1.15054,636.407,553.137,0.2951,0.256488258,0.1452,0.1499,0.126201,0.130287,0.126201,2735.25,
MOF_net-ilc_node1-N25_edge1-E7,MOF_net-ilc_node1-N25_edge1-E7.cif,7.51576,4.76592,7.51576,0.932314,1326.74,1423.06,0.3379,0.362431541,0.334,0.0039,0.358248,0.00418314,0.358248,32.3288,
MOF_net-ilc_node1-N5_edge1-E0,MOF_net-ilc_node1-N5_edge1-E0.cif,7.69785,5.15241,7.30042,0.912266,1660.86,1820.58,0.459,0.503142724,0.459,0.0,0.503142,0.0,0.503142,0.0,
MOF_net-ilc_node1-N5_edge1-E7,MOF_net-ilc_node1-N5_edge1-E7.cif,6.96147,4.39442,6.91826,0.930642,1297.84,1394.57,0.3738,0.40165821,0.3738,0.0,0.401658,0.0,0.401658,0.0,
MOF_net-ilc_node1-N5_edge1-E8,MOF_net-ilc_node1-N5_edge1-E8.cif,7.04705,5.09771,7.04705,0.769191,2251.61,2927.24,0.5354,0.696055986,0.5354,0.0,0.696056,0.0,0.696056,0.0,
MOF_net-ilc_node1-N60_edge1-E0,MOF_net-ilc_node1-N60_edge1-E0.cif,7.48016,4.75775,7.48016,0.865379,1522.66,1759.52,0.3879,0.448242909,0.3879,0.0,0.448243,0.0,0.448243,0.0,
MOF_net-ilc_node1-N60_edge1-E4,MOF_net-ilc_node1-N60_edge1-E4.cif,7.65057,4.45488,7.56899,0.854664,1415.34,1656.01,0.3543,0.414548875,0.3447,0.0096,0.403316,0.0112325,0.403316,91.6725,
MOF_net-ilc_node1-N65_edge1-E1,MOF_net-ilc_node1-N65_edge1-E1.cif,7.43903,3.96303,7.41741,0.988216,1349.23,1365.32,0.328,0.331911242,0.328,0.0,0.331911,0.0,0.331911,0.0,
MOF_net-ilc_node1-N65_edge1-E4,MOF_net-ilc_node1-N65_edge1-E4.cif,5.60469,4.07287,5.60469,1.2893,925.551,717.872,0.2538,0.196851004,0.2375,0.0163,0.184209,0.0126425,0.184209,108.004,
MOF_net-ilc_node1-N77_edge1-E0,MOF_net-ilc_node1-N77_edge1-E0.cif,7.29889,5.33514,7.23756,0.820108,1534.85,1871.52,0.407,0.4962761,0.407,0.0,0.496276,0.0,0.496276,0.0,
MOF_net-ilc_node1-N77_edge1-E4,MOF_net-ilc_node1-N77_edge1-E4.cif,7.7065,4.80804,7.7065,0.815003,1719.88,2110.28,0.4325,0.530672893,0.4325,0.0,0.530673,0.0,0.530673,0.0,
MOF_net-ilc_node1-N84_edge1-E7,MOF_net-ilc_node1-N84_edge1-E7.cif,7.34587,4.2182,7.34587,0.888078,1263.42,1422.64,0.3242,0.365058024,0.3242,0.0,0.365058,0.0,0.365058,0.0,
MOF_net-kag_node1-N12_edge1-none,MOF_net-kag_node1-N12_edge1-none.cif,8.52559,7.43835,8.52559,1.23746,1461.04,1180.68,0.496,0.400821037,0.496,0.0,0.400822,0.0,0.400822,0.0,
MOF_net-kag_node1-N16_edge1-none,MOF_net-kag_node1-N16_edge1-none.cif,8.82245,7.68263,8.82245,1.09078,1476.73,1353.82,0.4993,0.457745833,0.4993,0.0,0.457744,0.0,0.457744,0.0,
MOF_net-kag_node1-N36_edge1-none,MOF_net-kag_node1-N36_edge1-none.cif,8.69046,7.584,8.57538,1.19178,1434.35,1203.54,0.4894,0.41064626,0.4894,0.0,0.410647,0.0,0.410647,0.0,
MOF_net-kag_node1-N44_edge1-none,MOF_net-kag_node1-N44_edge1-none.cif,4.5439,3.85438,4.29682,2.09917,196.629,93.67,0.0934,0.044493776,0.0575,0.0359,0.0273918,0.017102,0.0273918,92.963,
MOF_net-kag_node1-N58_edge1-none,MOF_net-kag_node1-N58_edge1-none.cif,8.85222,7.52583,8.48291,1.14645,1495.58,1304.53,0.4935,0.430459244,0.4935,0.0,0.430461,0.0,0.430461,0.0,
MOF_net-kag_node1-N69_edge1-none,MOF_net-kag_node1-N69_edge1-none.cif,8.28674,7.23386,8.2186,1.24547,1479.01,1187.51,0.4773,0.383228821,0.4773,0.0,0.38323,0.0,0.38323,0.0,
MOF_net-kag_node1-N70_edge1-none,MOF_net-kag_node1-N70_edge1-none.cif,8.30631,7.25029,8.27213,1.21834,1507.38,1237.24,0.4823,0.395866507,0.4823,0.0,0.395866,0.0,0.395866,0.0,
MOF_net-lcx_node1-N63_edge1-none,MOF_net-lcx_node1-N63_edge1-none.cif,8.36303,3.96079,8.34504,1.20354,1090.64,906.195,0.2754,0.228824966,0.2754,0.0,0.228826,0.0,0.228826,0.0,
MOF_net-lcy_node1-N6_edge1-none,MOF_net-lcy_node1-N6_edge1-none.cif,5.65493,3.98003,5.57169,1.30429,934.867,716.761,0.2994,0.229550177,0.2994,0.0,0.229549,0.0,0.229549,0.0,
MOF_net-lhb_node1-N5_edge1-E10,MOF_net-lhb_node1-N5_edge1-E10.cif,7.77358,4.70305,7.13237,0.994555,1483.87,1491.99,0.3667,0.368707613,0.3667,0.0,0.368708,0.0,0.368708,0.0,
MOF_net-lhb_node1-N5_edge1-E2,MOF_net-lhb_node1-N5_edge1-E2.cif,7.25569,4.58979,7.25569,0.96714,1717.72,1776.08,0.4013,0.414934756,0.4013,0.0,0.414935,0.0,0.414935,0.0,
MOF_net-lhb_node1-N5_edge1-E3,MOF_net-lhb_node1-N5_edge1-E3.cif,8.45172,4.6729,8.20857,0.792569,2018.98,2547.38,0.4842,0.610924727,0.4842,0.0,0.610925,0.0,0.610925,0.0,
MOF_net-lhb_node1-N77_edge1-E10,MOF_net-lhb_node1-N77_edge1-E10.cif,6.40581,4.58798,5.36632,1.12285,71.6574,63.8174,0.2641,0.235205059,0.016,0.2481,0.0142495,0.220956,0.0142495,3082.67,
MOF_net-lhb_node1-N80_edge1-E2,MOF_net-lhb_node1-N80_edge1-E2.cif,7.18968,4.63819,6.69131,1.19689,1428.26,1193.31,0.3677,0.30721286,0.3677,0.0,0.307212,0.0,0.307212,0.0,
MOF_net-mer_node1-N4_edge1-none,MOF_net-mer_node1-N4_edge1-none.cif,10.26976,5.16939,7.4752,1.17759,1016.98,863.607,0.2537,0.215440009,0.2477,0.006,0.210344,0.00509514,0.210344,169.568,
MOF_net-msp_node1-N4_edge1-E5,MOF_net-msp_node1-N4_edge1-E5.cif,7.15635,4.27805,7.15625,0.789464,1603.29,2030.86,0.3613,0.457652281,0.3613,0.0,0.457652,0.0,0.457652,0.0,
MOF_net-msp_node1-N73_edge1-none,MOF_net-msp_node1-N73_edge1-none.cif,6.89605,6.59917,6.85729,1.60625,1311.31,816.378,0.39,0.242801556,0.39,0.0,0.242802,0.0,0.242802,0.0,
MOF_net-nia_node1-N33_node2-N52_edge1-none,MOF_net-nia_node1-N33_node2-N52_edge1-none.cif,5.80452,4.90513,5.80452,1.57867,964.481,610.943,0.2836,0.179644891,0.2836,0.0,0.179644,0.0,0.179644,0.0,
MOF_net-ocu_node1-N43_node2-N76_edge1-E10,MOF_net-ocu_node1-N43_node2-N76_edge1-E10.cif,7.11836,4.17514,6.82784,1.10906,1038.1,936.014,0.2523,0.227489946,0.2151,0.0372,0.193948,0.0335419,0.193948,1019.18,
MOF_net-ocu_node1-N43_node2-N76_edge1-E2,MOF_net-ocu_node1-N43_node2-N76_edge1-E2.cif,7.28762,4.70486,7.22691,1.07965,1309.16,1212.57,0.2644,0.244894179,0.2644,0.0,0.244894,0.0,0.244894,0.0,
MOF_net-ocu_node1-N46_node2-N80_edge1-E10,MOF_net-ocu_node1-N46_node2-N80_edge1-E10.cif,8.48832,4.5783,8.48832,0.992554,1689.5,1702.17,0.351,0.353633152,0.351,0.0,0.353633,0.0,0.353633,0.0,
MOF_net-ocu_node1-N48_node2-N9_edge1-E10,MOF_net-ocu_node1-N48_node2-N9_edge1-E10.cif,8.14711,4.49525,7.97681,0.996021,1553.06,1559.26,0.3104,0.311640016,0.3104,0.0,0.31164,0.0,0.31164,0.0,
MOF_net-ocu_node1-N6_node2-N5_edge1-E10,MOF_net-ocu_node1-N6_node2-N5_edge1-E10.cif,13.98035,4.79176,13.37867,0.873687,1702.05,1948.12,0.4552,0.521010385,0.4552,0.0,0.52101,0.0,0.52101,0.0,
MOF_net-oof_node1-N5_edge1-E10,MOF_net-oof_node1-N5_edge1-E10.cif,6.83045,3.91437,6.83045,1.16264,1108.35,953.305,0.3113,0.267752701,0.2972,0.0141,0.255625,0.0121275,0.255625,92.4492,
MOF_net-pcu_node1-N20_edge1-E10,MOF_net-pcu_node1-N20_edge1-E10.cif,6.40023,4.11327,6.40023,1.2406,1442.38,1162.65,0.4286,0.345477995,0.4286,0.0,0.345478,0.0,0.345478,0.0,
MOF_net-pcu_node1-N43_edge1-E10,MOF_net-pcu_node1-N43_edge1-E10.cif,5.38195,3.78284,5.36312,1.25998,643.943,511.074,0.2571,0.204050858,0.2397,0.0174,0.190241,0.0138097,0.190241,34.3892,
MOF_net-pcu_node1-N47_edge1-E10,MOF_net-pcu_node1-N47_edge1-E10.cif,5.27257,3.79543,5.27134,1.23981,564.64,455.425,0.3125,0.25205475,0.1809,0.1316,0.145909,0.106145,0.145909,262.461,
MOF_net-pcu_node1-N48_edge1-E2,MOF_net-pcu_node1-N48_edge1-E2.cif,6.16237,4.00744,5.33164,1.16112,1069.83,921.38,0.3252,0.280074411,0.3252,0.0,0.280075,0.0,0.280075,0.0,
MOF_net-pry_node1-N19_node2-orgN23_edge1-none,MOF_net-pry_node1-N19_node2-orgN23_edge1-none.cif,6.46524,4.29418,6.43473,0.980047,1459.77,1489.49,0.378,0.385695788,0.378,0.0,0.385696,0.0,0.385696,0.0,
MOF_net-pry_node1-N19_node2-orgN5_edge1-none,MOF_net-pry_node1-N19_node2-orgN5_edge1-none.cif,5.54171,3.99128,5.48477,1.04786,1258.85,1201.35,0.3785,0.361212376,0.3785,0.0,0.361211,0.0,0.361211,0.0,
MOF_net-pry_node1-N39_node2-orgN11_edge1-none,MOF_net-pry_node1-N39_node2-orgN11_edge1-none.cif,6.69247,4.79869,6.69247,0.832182,2037.89,2448.85,0.5199,0.624743145,0.5199,0.0,0.624743,0.0,0.624743,0.0,
MOF_net-pry_node1-N39_node2-orgN3_edge1-none,MOF_net-pry_node1-N39_node2-orgN3_edge1-none.cif,6.77022,4.86731,6.77022,0.813328,2050.11,2520.64,0.5254,0.645987843,0.5254,0.0,0.645988,0.0,0.645988,0.0,
MOF_net-pry_node1-N39_node2-orgN5_edge1-none,MOF_net-pry_node1-N39_node2-orgN5_edge1-none.cif,6.77118,5.14889,6.77118,0.801664,2160.2,2694.64,0.5339,0.665989741,0.5339,0.0,0.66599,0.0,0.66599,0.0,
MOF_net-pry_node1-N39_node2-orgN9_edge1-none,MOF_net-pry_node1-N39_node2-orgN9_edge1-none.cif,5.39352,3.96958,5.38617,1.0184,1136.79,1116.25,0.3301,0.324135899,0.3301,0.0,0.324136,0.0,0.324136,0.0,
MOF_net-pry_node1-N49_node2-orgN5_edge1-none,MOF_net-pry_node1-N49_node2-orgN5_edge1-none.cif,5.46233,3.96224,5.40465,0.928768,1229.71,1324.02,0.3722,0.400745934,0.3605,0.0117,0.388149,0.0125973,0.388149,45.2842,
MOF_net-pth_node1-N42_node2-N54_edge1-none,MOF_net-pth_node1-N42_node2-N54_edge1-none.cif,6.13674,4.6655,6.13674,1.24041,997.851,804.452,0.3015,0.243064793,0.3015,0.0,0.243065,0.0,0.243065,0.0,
MOF_net-pyr_node1-N12_node2-orgN9_edge1-none,MOF_net-pyr_node1-N12_node2-orgN9_edge1-none.cif,8.29595,5.05457,8.27482,1.06623,1765.09,1655.45,0.4863,0.456092963,0.4863,0.0,0.456092,0.0,0.456092,0.0,
MOF_net-pyr_node1-N14_node2-orgN5_edge1-none,MOF_net-pyr_node1-N14_node2-orgN5_edge1-none.cif,9.89456,6.07884,9.64659,0.893748,1928.35,2157.6,0.524,0.586295018,0.524,0.0,0.586295,0.0,0.586295,0.0,
MOF_net-pyr_node1-N14_node2-orgN8_edge1-none,MOF_net-pyr_node1-N14_node2-orgN8_edge1-none.cif,7.11679,4.54694,7.11679,1.3019,1255.78,964.572,0.3281,0.252016284,0.3281,0.0,0.252015,0.0,0.252015,0.0,
MOF_net-pyr_node1-N14_node2-orgN9_edge1-none,MOF_net-pyr_node1-N14_node2-orgN9_edge1-none.cif,7.55304,4.97365,7.54358,1.07565,1690.9,1571.98,0.4466,0.415190815,0.4466,0.0,0.41519,0.0,0.41519,0.0,
MOF_net-pyr_node1-N15_node2-orgN8_edge1-none,MOF_net-pyr_node1-N15_node2-orgN8_edge1-none.cif,7.9918,4.45048,7.9825,1.23048,1323.65,1075.72,0.3796,0.308497497,0.3796,0.0,0.308498,0.0,0.308498,0.0,
MOF_net-pyr_node1-N15_node2-orgN9_edge1-none,MOF_net-pyr_node1-N15_node2-orgN9_edge1-none.cif,8.36354,5.20344,8.36354,1.00827,1802.04,1787.25,0.495,0.490939927,0.495,0.0,0.490939,0.0,0.490939,0.0,
MOF_net-pyr_node1-N17_node2-orgN11_edge1-none,MOF_net-pyr_node1-N17_node2-orgN11_edge1-none.cif,10.8105,5.88593,10.6388,0.804511,2085.9,2592.75,0.5833,0.725036699,0.5833,0.0,0.725036,0.0,0.725036,0.0,
MOF_net-pyr_node1-N17_node2-orgN8_edge1-none,MOF_net-pyr_node1-N17_node2-orgN8_edge1-none.cif,8.09244,4.62169,7.86281,1.15878,1383.91,1194.28,0.3896,0.336215675,0.3896,0.0,0.336215,0.0,0.336215,0.0,
MOF_net-pyr_node1-N30_node2-orgN22_edge1-none,MOF_net-pyr_node1-N30_node2-orgN22_edge1-none.cif,9.94061,6.17224,9.94061,0.859229,2075.49,2415.53,0.5618,0.653841991,0.5618,0.0,0.653842,0.0,0.653842,0.0,
