cif_name,name,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
MOF_net-ilc_node1-N84_edge1-E2,MOF_net-ilc_node1-N84_edge1-E2.cif,5.69355,3.47136,5.51978,1.54814,0.0,0.0,0.2082,0.134483961,0.0,0.2082,0.0,0.134484,0.0,849.983
MOF_net-irl_node1-N42_edge1-none,MOF_net-irl_node1-N42_edge1-none.cif,5.36002,3.12154,5.36002,1.5697,0.0,0.0,0.1662,0.105880104,0.0,0.1662,0.0,0.10588,0.0,655.621
MOF_net-lcy_node1-N49_edge1-none,MOF_net-lcy_node1-N49_edge1-none.cif,4.27349,3.33024,4.27107,1.46688,0.0,0.0,0.1364,0.092986475,0.0,0.1364,0.0,0.0929863,0.0,208.122
MOF_net-lhb_node1-N22_edge1-none,MOF_net-lhb_node1-N22_edge1-none.cif,4.30915,2.8702,4.30911,1.58173,0.0,0.0,0.0931,0.058859603,0.0,0.0931,0.0,0.0588598,0.0,486.207
MOF_net-lhb_node1-N31_edge1-none,MOF_net-lhb_node1-N31_edge1-none.cif,2.61068,1.67553,2.60315,2.25389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-lhb_node1-N5_edge1-none,MOF_net-lhb_node1-N5_edge1-none.cif,3.5434,2.21226,3.5434,1.67162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-lhb_node1-N77_edge1-none,MOF_net-lhb_node1-N77_edge1-none.cif,2.88475,1.63713,2.37185,1.79471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-lhb_node1-N80_edge1-none,MOF_net-lhb_node1-N80_edge1-none.cif,4.51969,1.61984,4.51969,2.12916,0.0,0.0,0.1115,0.05236807,0.0,0.1115,0.0,0.0523682,0.0,444.848
MOF_net-lhb_node1-N9_edge1-none,MOF_net-lhb_node1-N9_edge1-none.cif,3.58378,2.03146,3.57791,1.8597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-loh_node1-N0_edge1-none,MOF_net-loh_node1-N0_edge1-none.cif,4.64115,2.60563,4.63276,1.46181,0.0,0.0,0.1119,0.076548936,0.0,0.1119,0.0,0.0765491,0.0,431.268
MOF_net-loh_node1-N85_edge1-none,MOF_net-loh_node1-N85_edge1-none.cif,4.58124,2.81095,4.58124,1.07026,0.0,0.0,0.153,0.142955917,0.0,0.153,0.0,0.142956,0.0,682.123
MOF_net-mdf_node1-N55_edge1-none,MOF_net-mdf_node1-N55_edge1-none.cif,4.10234,2.82967,4.10234,1.89012,0.0,0.0,0.0181,0.009576112,0.0,0.0181,0.0,0.0095761,0.0,30.7123
MOF_net-mmt_node1-N42_edge1-none,MOF_net-mmt_node1-N42_edge1-none.cif,4.36264,2.81699,4.29282,1.79947,0.0,0.0,0.103,0.057239076,0.0,0.103,0.0,0.057239,0.0,354.43
MOF_net-mmt_node1-N4_edge1-none,MOF_net-mmt_node1-N4_edge1-none.cif,3.2601,1.81443,3.18317,1.69804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-mok_node1-N78_edge1-none,MOF_net-mok_node1-N78_edge1-none.cif,4.37211,3.23223,4.16799,1.77128,0.0,0.0,0.1099,0.062045526,0.0,0.1099,0.0,0.0620454,0.0,252.887
MOF_net-msp_node1-N24_edge1-none,MOF_net-msp_node1-N24_edge1-none.cif,4.73267,3.33915,4.5479,1.14768,0.0,0.0,0.1719,0.149780427,0.0,0.1719,0.0,0.149781,0.0,568.479
MOF_net-msp_node1-N74_edge1-none,MOF_net-msp_node1-N74_edge1-none.cif,3.47177,1.98129,3.47177,2.45378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-msw_node1-N81_edge1-none,MOF_net-msw_node1-N81_edge1-none.cif,5.41467,3.69515,5.41467,1.93251,0.0,0.0,0.2529,0.130866076,0.0,0.2529,0.0,0.130866,0.0,235.394
MOF_net-neb_node1-N42_edge1-none,MOF_net-neb_node1-N42_edge1-none.cif,4.08762,2.20274,4.08762,1.8221,0.0,0.0,0.0203,0.011140991,0.0,0.0203,0.0,0.011141,0.0,137.973
MOF_net-neb_node1-N4_edge1-none,MOF_net-neb_node1-N4_edge1-none.cif,3.66138,2.0055,3.66138,1.80555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-nfc_node1-N57_edge1-none,MOF_net-nfc_node1-N57_edge1-none.cif,2.74953,1.92066,2.46628,2.43835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-nia_node1-N12_node2-N52_edge1-none,MOF_net-nia_node1-N12_node2-N52_edge1-none.cif,5.66,3.19067,5.62597,1.66457,0.0,0.0,0.2685,0.161302919,0.0,0.2685,0.0,0.161303,0.0,646.234
MOF_net-nia_node1-N17_node2-N52_edge1-none,MOF_net-nia_node1-N17_node2-N52_edge1-none.cif,5.90306,3.35079,5.67769,1.51784,0.0,0.0,0.2939,0.193630422,0.0,0.2939,0.0,0.19363,0.0,742.277
MOF_net-nia_node1-N19_node2-N52_edge1-none,MOF_net-nia_node1-N19_node2-N52_edge1-none.cif,4.62439,2.59166,4.36957,1.93555,0.0,0.0,0.1323,0.068352665,0.0,0.1323,0.0,0.0683526,0.0,201.828
MOF_net-nia_node1-N47_node2-N52_edge1-none,MOF_net-nia_node1-N47_node2-N52_edge1-none.cif,4.8001,2.87279,4.78172,2.39913,0.0,0.0,0.149,0.062105847,0.0,0.149,0.0,0.0621058,0.0,317.807
MOF_net-nia_node1-N69_node2-N52_edge1-none,MOF_net-nia_node1-N69_node2-N52_edge1-none.cif,6.15408,2.70841,6.09949,1.6417,0.0,0.0,0.2986,0.181884632,0.0,0.2986,0.0,0.181885,0.0,725.756
MOF_net-nia_node1-N70_node2-N52_edge1-none,MOF_net-nia_node1-N70_node2-N52_edge1-none.cif,5.7188,3.55897,5.68687,1.60141,0.0,0.0,0.3017,0.188396476,0.0,0.3017,0.0,0.188396,0.0,747.263
MOF_net-nia_node1-N81_node2-N52_edge1-none,MOF_net-nia_node1-N81_node2-N52_edge1-none.cif,6.98048,2.9533,6.98048,1.78083,0.0,0.0,0.3009,0.168966156,0.0,0.3009,0.0,0.168966,0.0,562.179
MOF_net-ocu_node1-N13_node2-N31_edge1-none,MOF_net-ocu_node1-N13_node2-N31_edge1-none.cif,6.62958,2.71841,6.62958,2.10713,0.0,0.0,0.1454,0.069003811,0.0,0.1454,0.0,0.0690038,0.0,1007.98
MOF_net-ocu_node1-N13_node2-N80_edge1-none,MOF_net-ocu_node1-N13_node2-N80_edge1-none.cif,8.14933,2.62207,8.13049,2.00152,0.0,0.0,0.1647,0.082287462,0.0,0.1647,0.0,0.0822874,0.0,1168.16
MOF_net-ocu_node1-N13_node2-N9_edge1-none,MOF_net-ocu_node1-N13_node2-N9_edge1-none.cif,5.59527,2.64038,5.59518,2.013,0.0,0.0,0.1312,0.065176354,0.0,0.1312,0.0,0.0651764,0.0,973.168
MOF_net-ocu_node1-N20_node2-N80_edge1-none,MOF_net-ocu_node1-N20_node2-N80_edge1-none.cif,8.47882,2.75038,8.47361,1.99207,0.0,0.0,0.1657,0.083179808,0.0,0.1657,0.0,0.0831796,0.0,1172.93
MOF_net-ocu_node1-N21_node2-N76_edge1-none,MOF_net-ocu_node1-N21_node2-N76_edge1-none.cif,6.61896,3.60868,6.61896,1.48767,0.0,0.0,0.2256,0.151646535,0.0,0.2256,0.0,0.151646,0.0,2214.7
MOF_net-ocu_node1-N33_node2-N31_edge1-none,MOF_net-ocu_node1-N33_node2-N31_edge1-none.cif,6.58049,2.89563,6.52558,1.58609,0.0,0.0,0.1603,0.101066144,0.0,0.1603,0.0,0.101066,0.0,1652.38
MOF_net-ocu_node1-N33_node2-N76_edge1-none,MOF_net-ocu_node1-N33_node2-N76_edge1-none.cif,5.79848,2.68739,5.79848,1.58821,0.0,0.0,0.1582,0.099608994,0.0,0.1582,0.0,0.0996088,0.0,1454.73
MOF_net-ocu_node1-N33_node2-N80_edge1-none,MOF_net-ocu_node1-N33_node2-N80_edge1-none.cif,7.6134,3.41623,7.5823,1.46308,0.0,0.0,0.2605,0.178049047,0.0,0.2605,0.0,0.178049,0.0,2837.75
MOF_net-ocu_node1-N39_node2-N31_edge1-none,MOF_net-ocu_node1-N39_node2-N31_edge1-none.cif,7.82625,3.15379,7.82625,1.49464,0.0,0.0,0.2088,0.139699192,0.0,0.2088,0.0,0.1397,0.0,1741.88
MOF_net-ocu_node1-N39_node2-N80_edge1-none,MOF_net-ocu_node1-N39_node2-N80_edge1-none.cif,8.53115,2.96621,8.5268,1.50551,0.0,0.0,0.1945,0.129192101,0.0,0.1945,0.0,0.129192,0.0,1557.7
MOF_net-ocu_node1-N39_node2-N9_edge1-none,MOF_net-ocu_node1-N39_node2-N9_edge1-none.cif,6.5491,2.66256,6.5491,1.487,0.0,0.0,0.176,0.118359112,0.0,0.176,0.0,0.118359,0.0,1514.1
MOF_net-ocu_node1-N45_node2-N76_edge1-none,MOF_net-ocu_node1-N45_node2-N76_edge1-none.cif,3.78783,1.35842,3.42503,2.41782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-ocu_node1-N48_node2-N76_edge1-none,MOF_net-ocu_node1-N48_node2-N76_edge1-none.cif,4.18157,1.61056,4.08818,2.22805,0.0,0.0,0.004,0.001795292,0.0,0.004,0.0,0.00179529,0.0,34.8149
MOF_net-ocu_node1-N58_node2-N76_edge1-none,MOF_net-ocu_node1-N58_node2-N76_edge1-none.cif,5.6742,2.80659,5.49817,1.57708,0.0,0.0,0.155,0.098282903,0.0,0.155,0.0,0.0982829,0.0,1444.45
MOF_net-ocu_node1-N58_node2-N80_edge1-none,MOF_net-ocu_node1-N58_node2-N80_edge1-none.cif,7.99952,3.27928,7.95291,1.44143,0.0,0.0,0.2977,0.206531014,0.0,0.2977,0.0,0.206532,0.0,3310.81
MOF_net-ocu_node1-N81_node2-N80_edge1-none,MOF_net-ocu_node1-N81_node2-N80_edge1-none.cif,9.09713,2.8112,7.51024,1.78548,0.0,0.0,0.1646,0.092188095,0.0,0.1646,0.0,0.0921878,0.0,1250.61
MOF_net-ocu_node1-N81_node2-N9_edge1-none,MOF_net-ocu_node1-N81_node2-N9_edge1-none.cif,7.00176,2.45123,7.00176,1.67451,0.0,0.0,0.1565,0.093460176,0.0,0.1565,0.0,0.09346,0.0,1336.58
MOF_net-oof_node1-N22_edge1-none,MOF_net-oof_node1-N22_edge1-none.cif,3.29013,2.43869,3.29013,1.80835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-oof_node1-N77_edge1-none,MOF_net-oof_node1-N77_edge1-none.cif,3.36628,1.97191,3.36628,1.75059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-oof_node1-N9_edge1-none,MOF_net-oof_node1-N9_edge1-none.cif,3.70116,2.93101,3.27219,1.78226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-pcu_node1-N12_edge1-none,MOF_net-pcu_node1-N12_edge1-none.cif,3.44995,2.56227,3.42708,1.89095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-pcu_node1-N14_edge1-none,MOF_net-pcu_node1-N14_edge1-none.cif,3.32562,2.35349,3.32562,1.88093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-pcu_node1-N16_edge1-none,MOF_net-pcu_node1-N16_edge1-none.cif,3.62631,2.6659,3.61799,1.64994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-pcu_node1-N39_edge1-none,MOF_net-pcu_node1-N39_edge1-none.cif,4.76774,3.33815,4.51805,1.28438,0.0,0.0,0.3458,0.269234962,0.0,0.3458,0.0,0.269235,0.0,191.368
MOF_net-pcu_node1-N43_edge1-E3,MOF_net-pcu_node1-N43_edge1-E3.cif,5.34397,3.76199,5.34004,1.11784,0.0,0.0,0.2782,0.248872826,0.0,0.2782,0.0,0.248873,0.0,545.286
MOF_net-pcu_node1-N43_edge1-none,MOF_net-pcu_node1-N43_edge1-none.cif,1.84029,1.15799,1.84029,3.14571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-pcu_node1-N44_edge1-none,MOF_net-pcu_node1-N44_edge1-none.cif,3.31227,1.63051,2.23861,2.90755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-pcu_node1-N45_edge1-E2,MOF_net-pcu_node1-N45_edge1-E2.cif,5.46229,3.40899,5.44797,1.232,0.0,0.0,0.2587,0.209983766,0.0,0.2587,0.0,0.209985,0.0,521.987
MOF_net-pcu_node1-N47_edge1-E2,MOF_net-pcu_node1-N47_edge1-E2.cif,5.52126,3.43941,5.46744,1.20816,0.0,0.0,0.2937,0.243096941,0.0,0.2937,0.0,0.243096,0.0,598.677
MOF_net-pcu_node1-N48_edge1-none,MOF_net-pcu_node1-N48_edge1-none.cif,3.27703,1.60173,2.20774,2.91736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-pcu_node1-N6_edge1-none,MOF_net-pcu_node1-N6_edge1-none.cif,3.92402,3.01745,3.92402,1.45272,0.0,0.0,0.0524,0.036070268,0.0,0.0524,0.0,0.0360701,0.0,28.0895
MOF_net-pry_node1-N28_node2-orgN8_edge1-none,MOF_net-pry_node1-N28_node2-orgN8_edge1-none.cif,5.35198,3.43893,5.35198,1.21568,0.0,0.0,0.2692,0.221439853,0.0,0.2692,0.0,0.22144,0.0,963.739
MOF_net-pry_node1-N39_node2-orgN8_edge1-none,MOF_net-pry_node1-N39_node2-orgN8_edge1-none.cif,5.3094,2.66007,5.3094,1.29311,0.0,0.0,0.1135,0.087772889,0.0,0.1135,0.0,0.0877729,0.0,361.618
MOF_net-pry_node1-N49_node2-orgN8_edge1-none,MOF_net-pry_node1-N49_node2-orgN8_edge1-none.cif,4.18229,2.36905,3.83427,1.51075,0.0,0.0,0.0143,0.009465497,0.0,0.0143,0.0,0.0094655,0.0,33.2712
MOF_net-pry_node1-N49_node2-orgN9_edge1-none,MOF_net-pry_node1-N49_node2-orgN9_edge1-none.cif,4.40365,3.29251,4.3109,1.1696,0.0,0.0,0.0975,0.083361833,0.0,0.0975,0.0,0.0833619,0.0,269.736
MOF_net-pry_node1-N52_node2-orgN9_edge1-none,MOF_net-pry_node1-N52_node2-orgN9_edge1-none.cif,4.20491,2.95815,4.20491,1.57184,0.0,0.0,0.1136,0.072271987,0.0,0.1136,0.0,0.0722718,0.0,293.019
MOF_net-pto_node1-N57_node2-orgN9_edge1-none,MOF_net-pto_node1-N57_node2-orgN9_edge1-none.cif,9.99446,3.6918,9.99446,1.1229,0.0,0.0,0.4479,0.398877905,0.0,0.4479,0.0,0.398876,0.0,1617.2
MOF_net-pyc_node1-N76_edge1-none,MOF_net-pyc_node1-N76_edge1-none.cif,6.31061,2.86403,6.2137,1.46671,0.0,0.0,0.0922,0.062861779,0.0,0.0922,0.0,0.0628619,0.0,2533.26
MOF_net-pyr-e_node1-N38_edge1-none,MOF_net-pyr-e_node1-N38_edge1-none.cif,7.08863,2.89258,7.08228,1.72554,0.0,0.0,0.2803,0.162441902,0.0,0.2803,0.0,0.162442,0.0,2897.58
MOF_net-pyr_node1-N52_node2-orgN8_edge1-none,MOF_net-pyr_node1-N52_node2-orgN8_edge1-none.cif,3.62332,2.67196,3.57267,1.99564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-qtz-e_node1-N13_edge1-none,MOF_net-qtz-e_node1-N13_edge1-none.cif,4.4958,2.71115,4.4958,2.73664,0.0,0.0,0.1963,0.071730297,0.0,0.1963,0.0,0.0717304,0.0,420.977
MOF_net-qtz-e_node1-N30_edge1-none,MOF_net-qtz-e_node1-N30_edge1-none.cif,6.32645,3.03332,6.32641,1.52504,0.0,0.0,0.3048,0.19986361,0.0,0.3048,0.0,0.199863,0.0,1403.32
MOF_net-qtz-e_node1-N43_edge1-none,MOF_net-qtz-e_node1-N43_edge1-none.cif,4.48838,3.02402,4.26091,2.00103,0.0,0.0,0.0309,0.015442047,0.0,0.0309,0.0,0.0154421,0.0,167.88
MOF_net-qtz-e_node1-N44_edge1-none,MOF_net-qtz-e_node1-N44_edge1-none.cif,4.79603,3.16044,4.79039,2.21287,0.0,0.0,0.0904,0.040851925,0.0,0.0904,0.0,0.0408519,0.0,444.125
MOF_net-qtz-e_node1-N45_edge1-none,MOF_net-qtz-e_node1-N45_edge1-none.cif,4.49521,3.05078,4.49521,2.01019,0.0,0.0,0.034,0.016913824,0.0,0.034,0.0,0.0169138,0.0,184.444
MOF_net-qtz-e_node1-N46_edge1-none,MOF_net-qtz-e_node1-N46_edge1-none.cif,4.78304,3.13162,4.77891,2.22908,0.0,0.0,0.0916,0.041093186,0.0,0.0916,0.0,0.0410932,0.0,448.119
MOF_net-qtz-e_node1-N48_edge1-none,MOF_net-qtz-e_node1-N48_edge1-none.cif,4.76186,3.12837,4.74241,2.21286,0.0,0.0,0.0875,0.039541589,0.0,0.0875,0.0,0.0395417,0.0,425.715
MOF_net-qtz-x_node1-N13_edge1-E3,MOF_net-qtz-x_node1-N13_edge1-E3.cif,6.46089,3.60136,6.39584,1.316,0.0,0.0,0.302,0.229483283,0.0,0.302,0.0,0.229484,0.0,934.392
MOF_net-qtz-x_node1-N14_edge1-E3,MOF_net-qtz-x_node1-N14_edge1-E3.cif,7.01635,3.65038,6.69457,1.12098,0.0,0.0,0.3279,0.292511909,0.0,0.3279,0.0,0.292513,0.0,1402.39
MOF_net-qtz-x_node1-N16_edge1-none,MOF_net-qtz-x_node1-N16_edge1-none.cif,3.98615,2.00273,3.09965,2.13777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-qtz-x_node1-N43_edge1-E10,MOF_net-qtz-x_node1-N43_edge1-E10.cif,6.4243,2.48522,5.12957,1.64213,0.0,0.0,0.1752,0.1066907,0.0,0.1752,0.0,0.106691,0.0,797.05
MOF_net-qtz-x_node1-N43_edge1-E3,MOF_net-qtz-x_node1-N43_edge1-E3.cif,6.35234,3.46103,6.1546,1.45676,0.0,0.0,0.2538,0.174222247,0.0,0.2538,0.0,0.174223,0.0,1145.18
MOF_net-qtz-x_node1-N45_edge1-E10,MOF_net-qtz-x_node1-N45_edge1-E10.cif,6.2009,2.48345,6.09426,1.64837,0.0,0.0,0.1686,0.102282861,0.0,0.1686,0.0,0.102283,0.0,765.828
MOF_net-qtz-x_node1-N45_edge1-E2,MOF_net-qtz-x_node1-N45_edge1-E2.cif,6.02679,3.48377,5.94755,1.60665,0.0,0.0,0.2252,0.140167429,0.0,0.2252,0.0,0.140167,0.0,1045.3
MOF_net-qtz-x_node1-N48_edge1-E10,MOF_net-qtz-x_node1-N48_edge1-E10.cif,6.42056,3.24154,6.42056,1.59951,0.0,0.0,0.2193,0.137104488,0.0,0.2193,0.0,0.137105,0.0,1017.04
MOF_net-qtz-x_node1-N53_edge1-none,MOF_net-qtz-x_node1-N53_edge1-none.cif,2.57649,1.43546,2.57597,2.47821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-qtz-x_node1-N58_edge1-E10,MOF_net-qtz-x_node1-N58_edge1-E10.cif,6.94525,3.6892,6.73819,1.26023,0.0,0.0,0.2602,0.206470247,0.0,0.2602,0.0,0.20647,0.0,1168.04
MOF_net-qtz-x_node1-N58_edge1-E2,MOF_net-qtz-x_node1-N58_edge1-E2.cif,7.7586,3.72977,7.47531,1.22914,0.0,0.0,0.3294,0.267992255,0.0,0.3294,0.0,0.267993,0.0,1508.09
MOF_net-qtz-x_node1-N69_edge1-none,MOF_net-qtz-x_node1-N69_edge1-none.cif,3.32078,1.609,3.31733,2.39989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-qtz-x_node1-N81_edge1-none,MOF_net-qtz-x_node1-N81_edge1-none.cif,3.38081,2.26714,3.38081,2.06844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-qtz_node1-N10_edge1-none,MOF_net-qtz_node1-N10_edge1-none.cif,6.11107,3.62961,6.11107,0.984212,0.0,0.0,0.4511,0.458336212,0.0,0.4511,0.0,0.458336,0.0,512.924
MOF_net-qzd_node1-N57_edge1-none,MOF_net-qzd_node1-N57_edge1-none.cif,3.45616,2.60993,3.32823,2.06176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-reo-e_node1-N52_edge1-none,MOF_net-reo-e_node1-N52_edge1-none.cif,13.57608,3.63773,13.57608,1.88258,0.0,0.0,0.3818,0.202806786,0.0,0.3818,0.0,0.202807,0.0,1859.87
MOF_net-reo_node1-N76_edge1-none,MOF_net-reo_node1-N76_edge1-none.cif,5.46945,3.4429,5.46224,1.47239,0.0,0.0,0.1913,0.129924816,0.0,0.1913,0.0,0.129925,0.0,327.239
MOF_net-rkf_node1-N13_edge1-none,MOF_net-rkf_node1-N13_edge1-none.cif,3.59648,2.39758,3.58711,2.75833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-rob_node1-N17_edge1-E10,MOF_net-rob_node1-N17_edge1-E10.cif,6.10816,3.57762,6.0954,1.3583,0.0,0.0,0.2075,0.152764485,0.0,0.2075,0.0,0.152765,0.0,1118.73
MOF_net-rob_node1-N17_edge1-E2,MOF_net-rob_node1-N17_edge1-E2.cif,6.68442,3.6137,6.34953,1.31751,0.0,0.0,0.2348,0.178214966,0.0,0.2348,0.0,0.178216,0.0,1298.02
MOF_net-rob_node1-N28_edge1-none,MOF_net-rob_node1-N28_edge1-none.cif,3.25026,1.94302,3.21624,1.57946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-rob_node1-N36_edge1-E10,MOF_net-rob_node1-N36_edge1-E10.cif,5.82236,3.32558,5.76804,1.48092,0.0,0.0,0.1752,0.118304838,0.0,0.1752,0.0,0.118305,0.0,895.203
MOF_net-rob_node1-N43_edge1-E2,MOF_net-rob_node1-N43_edge1-E2.cif,7.16929,3.08965,6.63143,1.72279,0.0,0.0,0.1849,0.107325907,0.0,0.1849,0.0,0.107326,0.0,1064.79
MOF_net-rob_node1-N43_edge1-E3,MOF_net-rob_node1-N43_edge1-E3.cif,6.99189,3.01651,6.17297,1.56914,0.0,0.0,0.188,0.119810852,0.0,0.188,0.0,0.119811,0.0,1050.03
MOF_net-rob_node1-N44_edge1-none,MOF_net-rob_node1-N44_edge1-none.cif,2.9818,1.08388,2.97933,4.6372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-rob_node1-N45_edge1-E10,MOF_net-rob_node1-N45_edge1-E10.cif,5.86083,2.98176,5.43748,1.77428,0.0,0.0,0.124,0.069887504,0.0,0.124,0.0,0.0698876,0.0,697.696
MOF_net-rob_node1-N45_edge1-E3,MOF_net-rob_node1-N45_edge1-E3.cif,6.60196,3.13378,5.77351,1.57478,0.0,0.0,0.183,0.116206708,0.0,0.183,0.0,0.116206,0.0,1021.03
MOF_net-rob_node1-N46_edge1-E10,MOF_net-rob_node1-N46_edge1-E10.cif,7.37709,3.18459,7.26942,1.58918,0.0,0.0,0.2649,0.166689739,0.0,0.2649,0.0,0.166689,0.0,1664.08
MOF_net-rob_node1-N49_edge1-E10,MOF_net-rob_node1-N49_edge1-E10.cif,5.17866,3.36044,5.12259,1.24026,0.0,0.0,0.167,0.134649186,0.0,0.167,0.0,0.13465,0.0,666.697
MOF_net-rob_node1-N53_edge1-none,MOF_net-rob_node1-N53_edge1-none.cif,2.34858,1.97188,2.34659,2.6321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-rob_node1-N58_edge1-none,MOF_net-rob_node1-N58_edge1-none.cif,3.20452,1.82634,3.1626,2.42044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-rob_node1-N69_edge1-none,MOF_net-rob_node1-N69_edge1-none.cif,3.27681,1.56992,3.27499,2.71373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-rob_node1-N6_edge1-none,MOF_net-rob_node1-N6_edge1-none.cif,3.4588,1.48981,3.45089,1.96819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-rob_node1-N81_edge1-none,MOF_net-rob_node1-N81_edge1-none.cif,3.06358,2.39775,3.06358,2.22227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF_net-rtl_node1-N19_node2-orgN9_edge1-none,MOF_net-rtl_node1-N19_node2-orgN9_edge1-none.cif,5.41184,3.3549,5.41184,1.27419,0.0,0.0,0.233,0.182861269,0.0,0.233,0.0,0.182862,0.0,351.655
MOF_net-rtl_node1-N44_node2-orgN8_edge1-none,MOF_net-rtl_node1-N44_node2-orgN8_edge1-none.cif,4.43662,2.63451,4.43662,1.85163,0.0,0.0,0.0391,0.02111653,0.0,0.0391,0.0,0.0211165,0.0,90.0042
MOF_net-rtl_node1-N46_node2-orgN9_edge1-none,MOF_net-rtl_node1-N46_node2-orgN9_edge1-none.cif,4.25665,2.24585,4.25665,1.80494,0.0,0.0,0.0439,0.024322138,0.0,0.0439,0.0,0.0243221,0.0,100.542
MOF_net-rtl_node1-N48_node2-orgN9_edge1-none,MOF_net-rtl_node1-N48_node2-orgN9_edge1-none.cif,4.21335,2.23131,4.21335,1.79589,0.0,0.0,0.0266,0.014811598,0.0,0.0266,0.0,0.0148116,0.0,60.5424
MOF_net-rtl_node1-N49_node2-orgN9_edge1-none,MOF_net-rtl_node1-N49_node2-orgN9_edge1-none.cif,5.35071,3.43818,5.35071,1.11667,0.0,0.0,0.2534,0.226924696,0.0,0.2534,0.0,0.226925,0.0,367.133
MOF_net-sit_node1-N52_node2-orgN8_edge1-none,MOF_net-sit_node1-N52_node2-orgN8_edge1-none.cif,4.95342,3.54103,4.74941,1.69722,0.0,0.0,0.1951,0.114952687,0.0,0.1951,0.0,0.114953,0.0,249.084
MOF_net-sit_node1-N52_node2-orgN9_edge1-none,MOF_net-sit_node1-N52_node2-orgN9_edge1-none.cif,5.03075,3.18414,5.03072,1.42329,0.0,0.0,0.2636,0.185204702,0.0,0.2636,0.0,0.185205,0.0,375.448
MOF_net-skc_node1-N0_edge1-none,MOF_net-skc_node1-N0_edge1-none.cif,4.41819,1.09281,4.26855,1.88687,0.0,0.0,0.0612,0.032434667,0.0,0.0612,0.0,0.0324347,0.0,182.733
MOF_net-ske_node1-N6_edge1-none,MOF_net-ske_node1-N6_edge1-none.cif,4.51269,3.16297,4.49157,1.48415,0.0,0.0,0.0728,0.049051646,0.0,0.0728,0.0,0.0490517,0.0,305.591
MOF_net-smc_node1-N19_edge1-none,MOF_net-smc_node1-N19_edge1-none.cif,5.01652,3.1588,5.01645,1.7803,0.0,0.0,0.1608,0.090321856,0.0,0.1608,0.0,0.0903217,0.0,578.905
MOF_net-smc_node1-N6_edge1-none,MOF_net-smc_node1-N6_edge1-none.cif,7.03375,3.64497,7.03375,1.41372,0.0,0.0,0.3145,0.222462722,0.0,0.3145,0.0,0.222463,0.0,1559.18
