cif_file,name,KVRH,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,Di,Df,Dif,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,3_cycle_norm,4_cycle_norm,5_cycle_norm,6_cycle_norm,7_cycle_norm,8_cycle_norm,9_cycle_norm,10_cycle_norm,11_cycle_norm,12_cycle_norm,density
mof_1399.cif,mof_1399,27.41631,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,274.5906,602.3604,800.8524,662.949,1434,3168,4152,3240,36,80,108,98,188,440,580,502,19.946,45.224,60.3468,52.6834,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,4,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,7.752,49,91,140,42,1,2,3,1,4,10,12,4,0.5625,1.14,1.7025,0.5775,54.76,138.38,193.14,83.62,0,0.49,0.49,0.49,0,1,1,1,0,0,0,0,0,-1,0,0,0,-0.02,-0.02,-0.02,0,-3.9,-3.9,-3.9,25.46625,24.34744,25.46625,1548.4,3152.21,0.753,1.532949248,0.753,0,1.53295,0,8704.59,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.49121
mof_1393.cif,mof_1393,4.743597,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,560.1106,1250.0604,1784.1324,1903.189,2602,5952,7992,7288,84,184,268,306,452,1096,1492,1446,41.1092,97.0296,135.4988,139.1426,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,4,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,7.752,49,91,140,42,1,2,3,1,4,10,12,4,0.5625,1.14,1.7025,0.5775,54.76,138.38,193.14,83.62,0,0.49,0.49,0.49,0,1,1,1,0,0,0,0,0,-1,0,0,0,-0.02,-0.02,-0.02,0,-3.9,-3.9,-3.9,47.56209,46.8665,47.56209,1165.21,6252.61,0.8864,4.756513107,0.8864,0,4.75651,0,45987.8,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.186355
mof_1396.cif,mof_1396,5.382631,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,560.1106,1250.0604,1784.1324,1955.209,2602,5952,7992,7576,84,184,268,314,452,1104,1556,1666,41.1092,97.0296,135.4988,143.8858,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,4,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,7.752,49,91,140,42,1,2,3,1,4,10,12,4,0.5625,1.14,1.7025,0.5775,54.76,138.38,193.14,83.62,0,0.49,0.49,0.49,0,1,1,1,0,0,0,0,0,-1,0,0,0,-0.02,-0.02,-0.02,0,-3.9,-3.9,-3.9,45.11586,43.64169,45.11586,1153.62,6360.14,0.8933,4.924937839,0.8933,0,4.92493,0,47616.2,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.181383
mof_1401.cif,mof_1401,3.67222,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,741.5906,1689.6804,2559.3324,3059.381,3194,7584,10680,10856,116,256,396,498,652,1640,2388,2610,52.786,129.8624,191.678,215.869,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,6,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,15.504,49,91,140,84,1,2,3,2,4,10,14,12,0.5625,1.14,1.7025,1.155,54.76,138.38,193.14,167.24,0,0.49,0.49,0.98,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3.9,-3.9,-7.8,51.51884,49.53116,51.51884,1049.12,6217.89,0.8873,5.258790828,0.8873,0,5.2588,0,61758.2,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.168727
mof_1403.cif,mof_1403,2.964074,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,923.0706,2129.3004,3334.5324,4195.581,3786,9216,13368,14328,148,328,524,690,852,2184,3300,3858,64.4628,162.6952,247.8572,292.8418,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,6,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,15.504,49,91,140,84,1,2,3,2,4,10,14,12,0.5625,1.14,1.7025,1.155,54.76,138.38,193.14,167.24,0,0.49,0.49,0.98,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3.9,-3.9,-7.8,56.89962,55.39095,56.89962,952.095,6200.18,0.8935,5.818610436,0.8935,0,5.8186,0,80408.2,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.153559
mof_1405.cif,mof_1405,3.655639,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,822.2274,1842.1692,2628.7932,2861.9634,4362,9840,13992,15000,100,232,332,354,564,1368,1908,1938,56.4324,132.4072,188.7404,198.3634,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,6,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,24.9584,32.62354286,49,91,134,174,1,2,3,3.714285714,4,10,15.71428571,17.14285714,0.5625,1.14,1.715357143,2.106428571,54.76,138.38,217.8771429,236.3771429,0,0.49,0.91,0.56,0,1,1.857142857,1.142857143,0,0,0,0,0,-1,-1.857142857,-1.142857143,0,-0.02,-0.037142857,-0.022857143,0,-3.9,-7.242857143,-4.457142857,55.17937,52.88111,55.17937,914.063,5542.67,0.9131,5.536825254,0.9131,0,5.53683,0,79130.5,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.164914
mof_1406.cif,mof_1406,2.718526,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,793.6106,1793.7204,2663.3724,3163.421,3482,8160,11256,11432,124,272,412,514,684,1704,2452,2666,57.5292,139.3488,201.1644,225.3554,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,6,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,15.504,49,91,140,84,1,2,3,2,4,10,14,12,0.5625,1.14,1.7025,1.155,54.76,138.38,193.14,167.24,0,0.49,0.49,0.98,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3.9,-3.9,-7.8,60.30981,58.16014,60.23967,855.416,6861.33,0.9146,7.336049795,0.9146,0,7.33605,0,93176.2,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.124672
mof_1418.cif,mof_1418,24.7446,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,432,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,127.3333333,0,6.48,5.953333333,18.25333333,369.2594,740.7916,1105.9644,1289.4818,1946,3928,5808,6584,44,96,140,162,236,568,780,866,24.2092,54.2144,78.0972,88.197,11.8336,8.772,20.6056,20.9152,64,48,112,112,1,1,2,2,1,3,4,4,0.5329,0.5621,1.095,1.095,28.09,59.89,87.98,78.44,0,0.89,0.89,0.8,0,2,2,2,0,0,0,0,0,-2,-2,-2,0,-0.04,-0.04,-0.04,0,-6,-6,-4.2,9.2416,16.9936,24.7456,35.2032,49,91,133,189,1,2,3,4,4,10,16,18,0.5625,1.14,1.7175,2.265,54.76,138.38,222,261.22,0,0.49,0.98,0.58,0,1,2,1,0,0,0,0,0,-1,-2,-1,0,-0.02,-0.04,-0.02,0,-3.9,-7.8,-5.7,28.4675,27.86468,28.33327,1274.37,1950.73,0.7024,1.075188166,0.7024,0,1.07519,0,10477,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.653281
mof_1421.cif,mof_1421,13.87351,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,410.6666667,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,130,0,6.48,5.953333333,18.25333333,273.4138,500.922,670.0508,659.277,1450,2664,3488,3240,36,72,92,98,164,360,428,462,19.9524,40.964,51.11,52.6834,11.8336,8.772,20.6056,8.772,64,48,112,48,1,1,2,1,1,3,3,2,0.5329,0.5621,1.095,0.5621,28.09,59.89,87.98,59.89,0,0.89,0.89,0.89,0,2,2,2,0,0,0,0,0,-2,-1,-1,0,-0.04,-0.04,-0.04,0,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.10428,32.13928,33.10428,1385.05,3119.5,0.8007,1.803394625,0.8007,0,1.80339,0,15272.6,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.443996
mof_1426.cif,mof_1426,10.32364,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,432,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,127.3333333,0,6.48,5.953333333,18.25333333,454.8938,940.542,1445.2508,1779.769,2042,4296,6176,6616,68,144,220,282,364,896,1244,1310,31.6292,73.7968,107.2892,124.4202,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.38296,37.81909,38.38296,1246,3296.6,0.7999,2.116327924,0.7999,0,2.11633,0,22315,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.377966
mof_1430.cif,mof_1430,7.491772,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,432,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,127.3333333,0,6.48,5.953333333,18.25333333,636.3738,1380.162,2220.4508,2915.969,2634,5928,8864,10088,100,216,348,474,564,1440,2156,2570,43.306,106.6296,163.4684,201.393,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0584,40.56597,42.0584,1256.1,3980.45,0.8208,2.601024185,0.8208,0,2.60103,0,32823.8,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.315568
mof_1432.cif,mof_1432,12.23516,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,432,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,127.3333333,0,6.48,5.953333333,18.25333333,569.145,1188.7412,1749.958,2033.1626,3018,6344,9280,10568,68,152,220,250,372,896,1228,1322,37.9524,86.4376,124.0572,138.4202,11.8336,8.772,20.6056,20.9152,64,48,112,112,1,1,2,2,1,3,4,4,0.5329,0.5621,1.095,1.095,28.09,59.89,87.98,78.44,0,0.89,0.89,0.8,0,2,2,2,0,0,0,0,0,-2,-2,-2,0,-0.04,-0.04,-0.04,0,-6,-6,-4.2,9.2416,16.9936,24.7456,35.34,49,91,133,189,1,2,3,4,4,10,16,18,0.5625,1.14,1.7175,2.265,54.76,138.38,222,254.56,0,0.49,0.98,0.535,0,1,2,1,0,0,0,0,0,-1,-2,-1,0,-0.02,-0.04,-0.02,0,-3.9,-7.8,-4.8,42.17543,40.59628,42.17543,1235.04,3679.63,0.8479,2.526203514,0.8479,0,2.5262,0,32675.3,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.335642
mof_1433.cif,mof_1433,8.165396,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,410.6666667,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,130,0,6.48,5.953333333,18.25333333,325.4338,604.962,774.0908,763.317,1738,3240,4064,3816,44,88,108,114,196,424,492,526,24.6956,50.4504,60.5964,62.1698,11.8336,8.772,20.6056,8.772,64,48,112,48,1,1,2,1,1,3,3,2,0.5329,0.5621,1.095,0.5621,28.09,59.89,87.98,59.89,0,0.89,0.89,0.89,0,2,2,2,0,0,0,0,0,-2,-1,-1,0,-0.04,-0.04,-0.04,0,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.29482,41.01815,41.29482,1257.96,4568.99,0.8733,3.171876249,0.8733,0,3.17187,0,29898.6,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.275326
mof_1441.cif,mof_1441,5.945399,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,410.6666667,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,130,0,6.48,5.953333333,18.25333333,506.9138,1044.582,1549.2908,1795.477,2330,4872,6752,6712,76,160,236,290,396,952,1276,1350,36.3724,83.2832,116.7756,129.6562,11.8336,8.772,20.6056,8.772,64,48,112,48,1,1,2,1,1,3,3,2,0.5329,0.5621,1.095,0.5621,28.09,59.89,87.98,59.89,0,0.89,0.89,0.89,0,2,2,2,0,0,0,0,0,-2,-1,-1,0,-0.04,-0.04,-0.04,0,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.14087,45.3943,46.1313,1158.01,4674.01,0.8624,3.480858106,0.8624,0,3.48086,0,40035.2,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.247755
mof_1444.cif,mof_1444,6.727571,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,410.6666667,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,130,0,6.48,5.953333333,18.25333333,506.9138,1044.582,1549.2908,1847.497,2330,4872,6752,7000,76,160,236,298,396,960,1340,1570,36.3724,83.2832,116.7756,134.3994,11.8336,8.772,20.6056,8.772,64,48,112,48,1,1,2,1,1,3,3,2,0.5329,0.5621,1.095,0.5621,28.09,59.89,87.98,59.89,0,0.89,0.89,0.89,0,2,2,2,0,0,0,0,0,-2,-1,-1,0,-0.04,-0.04,-0.04,0,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.01882,43.38462,44.99787,1215.42,5018.97,0.8747,3.612014998,0.8747,0,3.61201,0,41543.6,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.242164
mof_1449.cif,mof_1449,5.771295,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,432,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,127.3333333,0,6.48,5.953333333,18.25333333,688.3938,1484.202,2324.4908,2967.989,2922,6504,9440,10376,108,232,364,482,596,1496,2156,2418,48.0492,116.116,172.9548,206.1362,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.44881,48.83736,50.44881,1070.27,5013.48,0.8755,4.101125174,0.8755,0,4.10113,0,55680.6,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.213478
mof_1451.cif,mof_1451,3.939144,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,432,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,127.3333333,0,6.48,5.953333333,18.25333333,869.8738,1923.822,3099.6908,4104.189,3514,8136,12128,13848,140,304,492,674,796,2040,3068,3666,59.726,148.9488,229.134,283.109,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7947,54.25128,55.7947,973.971,5152.91,0.8805,4.658385093,0.8805,0,4.65839,0,72914.4,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.189014
mof_1453.cif,mof_1453,5.496849,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,432,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,127.3333333,0,6.48,5.953333333,18.25333333,769.0306,1636.6908,2393.9516,2776.8434,4090,8760,12752,14552,92,208,300,338,508,1224,1676,1778,51.6956,118.6608,170.0172,188.6434,11.8336,8.772,20.6056,20.9152,64,48,112,112,1,1,2,2,1,3,4,4,0.5329,0.5621,1.095,1.095,28.09,59.89,87.98,78.44,0,0.89,0.89,0.8,0,2,2,2,0,0,0,0,0,-2,-2,-2,0,-0.04,-0.04,-0.04,0,-6,-6,-4.2,9.2416,16.9936,24.7456,35.3856,49,91,133,189,1,2,3,4,4,10,16,18,0.5625,1.14,1.7175,2.265,54.76,138.38,222,252.34,0,0.49,0.98,0.52,0,1,2,1,0,0,0,0,0,-1,-2,-1,0,-0.02,-0.04,-0.02,0,-3.9,-7.8,-4.5,54.91546,52.75603,54.91546,937.815,4589.36,0.8995,4.401847846,0.8995,0,4.40186,0,70979,0,0,0.588235294,0,0.411764706,0,0,0,0,0,0,0.204346
