name,data_type,net,KVRH,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,Di,Df,Dif,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,3_cycle_norm,4_cycle_norm,5_cycle_norm,6_cycle_norm,7_cycle_norm,8_cycle_norm,9_cycle_norm,10_cycle_norm,11_cycle_norm,12_cycle_norm,density
MOF_net-ibd_node1-N29_node2-N61_edge1-E5,2inor_1edge,ibd,8.619445486,153.66856,283.34592,797.93568,637.19808,2782.6,6700.8,7672.8,6220.8,16.6,40.8,79.2,81.6,129.6,362.4,501.6,451.2,12.85276,35.63568,58.00368,58.90224,2.2892,31.9232,17.76613333,40.25146667,1094.333333,1605.333333,1316.0,1624.0,1.0,6.0,5.333333333,9.333333333,38.0,79.33333333,105.3333333,125.3333333,2.5988,6.900933333,8.801866667,11.5672,0.0,-11.36,-4.2,-15.29333333,0.0,152.6666667,97.33333333,166.6666667,0.0,0.0,0.0,0.0,0.0,25.33333333,12.0,28.0,0.0,5.073333333,3.346666667,8.52,154.4044,306.561,486.2404,592.192,694.0,1392.0,2080.0,2164.0,22.0,46.0,72.0,92.0,118.0,294.0,424.0,460.0,10.0678,23.331,34.8104,39.91,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6584,7.54658,10.90786,2489.19,4927.58,0.6533,1.293268983,0.6533,0.0,1.29327,0.0,55256.6,0.0,0.0,0.238095238,0.0,0.619047619,0.0,0.142857143,0.0,0.0,0.0,0.0,0.505154
MOF_net-iac_node1-N55_node2-N81_edge1-E8,2inor_1edge,iac,3.626573351,127.13686,226.2144,442.86432,500.3136,2639.2,4915.2,8908.8,8755.2,14.6,32.0,50.4,67.2,82.4,214.4,336.0,374.4,10.67138,24.92512,39.38904,49.12608,2.7225,22.704,19.71,57.114,900.0,960.0,2552.727273,2421.818182,1.0,4.0,5.454545455,10.90909091,16.0,37.81818182,74.18181818,96.0,1.7161,3.8252,7.045418182,10.60385455,0.0,-7.16,-2.945454545,-16.61454545,0.0,88.0,78.54545455,246.5454545,0.0,0.0,0.0,0.0,0.0,6.545454545,3.272727273,19.63636364,0.0,2.32,1.767272727,6.196363636,177.0894,355.011,557.1304,682.442,768.0,1560.0,2272.0,2360.0,26.0,54.0,84.0,108.0,138.0,342.0,484.0,524.0,11.5274,26.8422,39.4612,45.1084,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,19.33418,14.52665,18.78924,1659.79,5876.52,0.8043,2.847644135,0.8043,0.0,2.84764,0.0,137465.0,0.0,0.0,0.444444444,0.0,0.555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.282444
MOF_net-gar_node1-N18_node2-N48_edge1-E1,2inor_1edge,gar,11.35282107,247.7169,510.396735,1332.10843,1597.793105,5244.6,11047.8,13916.5,14482.25,32.0,77.75,157.7,215.7,251.45,751.7,1144.6,1345.8,19.0454,55.196015,97.31131,124.1059,2.69664,31.51104,23.20404,44.60532,2025.0,2296.8,2138.4,3162.6,1.0,6.3,6.3,10.6,45.9,108.9,137.7,189.9,2.08152,6.95226,7.64694,11.60292,0.0,-11.6,-6.267,-14.467,0.0,250.9,249.3,449.6,0.0,0.0,0.0,0.0,0.0,31.1,25.2,49.1,0.0,4.819,4.305,8.35,355.6040272,774.0651262,1235.128839,1599.077004,1435.864078,3257.009709,4778.601942,5344.776699,56.7961165,121.9417476,195.3009709,262.3883495,317.2427184,805.9805825,1190.174757,1386.912621,24.1318,59.47808932,90.15973981,108.7297883,11.15868,10.60654286,21.50533714,21.01742857,60.25714286,57.94285714,112.7142857,107.6,1.0,1.257142857,2.285714286,2.542857143,1.885714286,4.971428571,7.085714286,9.6,0.540557143,0.7128,1.230902857,1.36718,37.59142857,85.94457143,125.5789449,164.6624126,0.0,0.750285714,1.042,1.794,0.0,1.657142857,2.885714286,5.057142857,0.0,0.0,0.0,0.0,0.0,-1.657142857,-1.885714286,-3.257142857,0.0,-0.033142857,0.013714286,0.027428571,0.0,-5.228571429,-6.058158571,-10.08182829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.07968,19.54681,26.07968,1373.23,5491.1,0.7689,3.074591534,0.7689,0.0,3.07459,0.0,310772.0,0.0,0.0,0.476190476,0.0,0.0,0.0,0.523809524,0.0,0.0,0.0,0.0,0.250082
MOF_net-myd_node1-N41_node2-N52_edge1-E8,2inor_1edge,myd,6.265055139,157.88268,291.47904,578.19816,907.3728,2346.6,4730.4,6584.4,6940.8,19.8,40.8,70.8,115.2,111.6,297.6,428.4,436.8,13.28664,29.69664,49.55892,69.64704,2.993133333,26.5664,30.396,57.43866667,843.0,1018.0,1128.0,2020.0,1.0,4.666666667,6.666666667,12.0,24.0,60.0,108.0,160.0,1.673266667,4.440133333,6.570666667,11.036,0.0,-7.093333333,-5.08,-11.17333333,0.0,98.66666667,148.0,269.3333333,0.0,0.0,0.0,0.0,0.0,12.66666667,16.0,34.0,0.0,2.566666667,3.4,6.786666667,305.2144667,669.8,1063.814933,1313.124,1268.666667,2896.0,4253.333333,4464.0,48.0,104.0,165.3333333,212.0,269.3333333,680.0,994.6666667,1101.333333,20.9424,51.51813333,77.7648,89.12066667,10.78445714,11.49685714,24.4107619,22.31695238,57.92857143,62.57142857,121.3333333,97.80952381,1.0,1.404761905,2.80952381,2.833333333,2.214285714,6.642857143,10.14285714,10.19047619,0.544880952,0.802083333,1.4725,1.375059524,38.885,103.3411905,168.6043291,167.9806875,0.0,0.926428571,1.456428571,2.147857143,0.0,2.0,4.714285714,8.071428571,0.0,0.0,0.0,0.0,0.0,-2.0,-1.833333333,-2.404761905,0.0,-0.04,0.096190476,0.243333333,0.0,-6.728571429,-7.297946667,-8.05099381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.10349,22.66796,25.75184,1197.59,5497.46,0.8518,3.91013753,0.8518,0.0,3.91013,0.0,111811.0,0.0,0.0,0.571428571,0.0,0.095238095,0.0,0.333333333,0.0,0.0,0.0,0.0,0.217844
MOF_net-apo_node1-N83_node2-N48_edge1-E1,2inor_1edge,apo,3.965384832,230.4038667,479.1416,1386.016667,1369.355333,9399.333333,15632.0,13462.66667,11281.33333,30.66666667,77.33333333,165.3333333,189.3333333,280.0,904.0,1182.666667,1178.666667,18.24746667,57.82106667,98.23173333,105.3413333,1.6722,37.0821,19.0485,36.753,6216.5,5178.0,2529.0,4617.0,1.0,9.0,6.0,11.0,81.0,207.0,162.0,261.0,2.8562,11.2725,7.7847,13.4694,0.0,-17.17,-7.83,-15.74,0.0,630.5,385.5,715.0,0.0,0.0,0.0,0.0,0.0,58.0,36.0,70.0,0.0,8.54,5.49,10.55,430.0477333,943.976,1509.6404,1970.170333,1721.333333,3952.0,5808.0,6533.333333,69.33333333,149.3333333,240.0,324.6666667,389.3333333,992.0,1472.0,1727.333333,29.31573333,72.688,110.5989333,134.2740667,10.3463219,12.93408571,20.34715048,22.03548571,55.99047619,70.74285714,106.6190476,105.7714286,1.0,1.561904762,2.285714286,2.847619048,3.104761905,6.8,9.219047619,12.34285714,0.5497,0.8888,1.244739048,1.463393333,52.76857143,114.5281905,151.0875163,200.8468981,0.0,0.343428571,0.906380952,1.629428571,0.0,0.742857143,2.580952381,5.971428571,0.0,0.0,0.0,0.0,0.0,-0.742857143,-1.580952381,-2.038095238,0.0,-0.014857143,0.019809524,0.16152381,0.0,-2.485714286,-5.143872857,-6.183042762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.66146,23.9823,29.66146,842.533,5844.09,0.8978,6.227456856,0.8978,0.0,6.22744,0.0,188628.0,0.0,0.0,0.2,0.0,0.733333333,0.0,0.066666667,0.0,0.0,0.0,0.0,0.144168
MOF_net-myd_node1-N41_node2-N19_edge1-E13,2inor_1edge,myd,4.775136486,157.49868,296.70784,617.46168,921.1328,2016.6,4666.4,7501.2,7196.8,19.8,42.4,75.6,118.4,121.2,339.2,515.6,494.4,13.54584,31.8808,54.94692,73.45472,2.7798,28.01884444,31.85155556,60.58088889,659.6666667,1000.222222,1603.555556,2011.111111,1.0,5.111111111,7.555555556,12.88888889,27.11111111,70.66666667,133.3333333,175.5555556,1.817266667,5.046844444,8.452355556,12.25795556,0.0,-8.2,-5.346666667,-13.38666667,0.0,92.88888889,134.6666667,257.7777778,0.0,0.0,0.0,0.0,0.0,14.0,17.33333333,38.0,0.0,3.073333333,3.613333333,7.8,383.0478,851.02,1356.894933,1709.197333,1562.0,3632.0,5341.333333,5717.333333,61.33333333,133.3333333,213.3333333,278.6666667,346.6666667,880.0,1298.666667,1466.666667,26.41573333,65.62453333,99.65333333,116.3593333,10.78445714,11.49685714,24.4107619,22.31695238,57.92857143,62.57142857,121.3333333,97.80952381,1.0,1.404761905,2.80952381,2.833333333,2.214285714,6.642857143,10.14285714,10.19047619,0.544880952,0.802083333,1.4725,1.375059524,38.885,103.3411905,168.6043291,167.9806875,0.0,0.926428571,1.456428571,2.147857143,0.0,2.0,4.714285714,8.071428571,0.0,0.0,0.0,0.0,0.0,-2.0,-1.833333333,-2.404761905,0.0,-0.04,0.096190476,0.243333333,0.0,-6.728571429,-7.297946667,-8.05099381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.15022,30.16869,36.14019,855.822,6333.23,0.899,6.652754344,0.899,0.0,6.65276,0.0,227817.0,0.0,0.0,0.571428571,0.0,0.095238095,0.0,0.333333333,0.0,0.0,0.0,0.0,0.135132
MOF_net-gar_node1-N42_node2-N53_edge1-E15,2inor_1edge,gar,0.833674923,205.27622,412.813275,843.77911,997.448025,2455.4,5595.0,7592.5,7809.45,26.8,61.55,104.9,138.5,171.25,462.5,715.0,826.3,15.96364,41.299315,64.99811,78.77131,2.5305,26.3052,21.21675,44.92725,735.0,1029.0,1158.0,1707.0,1.0,4.9,5.5,9.8,24.7,55.7,90.3,117.9,1.8457,4.89527,6.30517,9.74094,0.0,-8.861,-4.74,-12.857,0.0,91.9,101.1,197.2,0.0,0.0,0.0,0.0,0.0,13.7,9.4,24.5,0.0,3.094,2.91,6.22,263.8113333,554.1196364,896.6154182,1111.435097,1048.060606,2273.454545,3364.727273,3766.787879,41.39393939,86.78787879,141.9393939,179.3333333,228.7272727,568.0,820.4848485,974.4242424,17.12244242,41.5072,62.54219394,75.50889091,11.5456,9.52,21.6432,19.94862222,62.33333333,52.0,114.3333333,105.5555556,1.0,1.111111111,2.222222222,2.333333333,1.333333333,4.0,5.777777778,8.0,0.536188889,0.627977778,1.196666667,1.285122222,31.05333333,71.81777778,109.7836238,144.1347349,0.0,0.9,1.047777778,1.838888889,0.0,2.0,2.777777778,4.555555556,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-3.777777778,0.0,-0.04,-4.52e-17,-0.035555556,0.0,-6.2,-6.311901111,-11.64523444,7.012503704,5.198222222,12.21072593,10.39644444,37.92592593,28.44444444,66.37037037,56.88888889,0.592592593,0.592592593,1.185185185,1.185185185,0.592592593,1.777777778,2.37037037,3.555555556,0.315792593,0.333096296,0.648888889,0.666192593,16.64592593,35.49037037,52.1362963,70.98074074,0.0,0.527407407,0.527407407,1.054814815,0.0,1.185185185,1.185185185,2.37037037,0.0,0.0,0.0,0.0,0.0,-1.185185185,-1.185185185,-2.37037037,0.0,-0.023703704,-0.023703704,-0.047407407,0.0,-3.555555556,-3.555555556,-7.111111111,24.05656,20.46972,23.95471,1232.35,6252.17,0.8301,4.211418164,0.8301,0.0,4.21142,0.0,294511.0,0.0,0.0,0.476190476,0.0,0.0,0.0,0.523809524,0.0,0.0,0.0,0.0,0.197107
MOF_net-iac_node1-N55_node2-N19_edge1-E7,2inor_1edge,iac,1.739279876,120.93042,213.28,440.6592,489.3056,1923.6,4083.2,5352.0,4864.0,13.8,30.4,48.0,60.8,81.6,214.4,308.0,307.2,10.03098,24.04912,35.2608,39.96896,2.509166667,24.15644444,18.28555556,42.67622222,716.6666667,942.2222222,1195.555556,1671.111111,1.0,4.444444444,4.888888889,8.888888889,20.44444444,45.33333333,77.33333333,96.88888889,1.8601,4.431911111,5.916488889,9.081955556,0.0,-8.266666667,-3.866666667,-12.97333333,0.0,82.22222222,82.66666667,172.4444444,0.0,0.0,0.0,0.0,0.0,10.66666667,6.666666667,20.0,0.0,2.826666667,2.373333333,5.493333333,241.8194,496.791,822.2104,979.302,920.0,1944.0,2920.0,3408.0,38.0,78.0,132.0,156.0,210.0,510.0,724.0,908.0,14.9942,36.1438,54.5124,67.3596,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,16.94834,12.83938,16.94612,1646.43,4998.76,0.717,2.176902968,0.717,0.0,2.1769,0.0,118036.0,0.0,0.0,0.444444444,0.0,0.555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.329367
MOF_net-iac_node1-N79_node2-N39_edge1-E8,2inor_1edge,iac,4.805723971,299.6676,617.83104,1117.97056,1522.07392,1967.2,4416.0,6522.4,8136.0,44.0,99.2,164.8,232.0,278.4,785.6,1241.6,1601.6,24.82192,62.25296,105.66192,137.32336,1.6039,17.7156,18.72315,43.4161,189.0,333.0,330.75,657.0,1.0,4.25,7.5,13.5,18.25,58.75,103.5,152.0,1.723575,4.0887,9.2757,12.4572,0.0,-8.93,-6.8925,-20.5775,0.0,9.75,20.25,35.5,0.0,0.0,0.0,0.0,0.0,4.25,6.75,20.75,0.0,2.4425,2.835,8.27,215.4808,473.195,742.7178667,908.8203333,852.0,1960.0,2764.666667,2827.333333,34.66666667,74.0,116.6666667,149.3333333,190.6666667,478.0,690.0,758.0,14.4952,35.67153333,52.82126667,59.90186667,10.8736,11.26533333,22.81517037,23.17362963,58.44444444,61.33333333,102.2592593,85.74074074,1.0,1.37037037,2.740740741,2.925925926,2.111111111,6.333333333,9.111111111,7.925925926,0.543862963,0.781692593,1.330844444,1.276507407,37.96777778,99.64925926,149.4345289,143.3123234,0.0,0.923333333,1.787777778,2.657777778,0.0,2.0,7.0,11.33333333,0.0,0.0,0.0,0.0,0.0,-2.0,-1.925925926,-2.259259259,0.0,-0.04,0.23037037,0.421481481,0.0,-6.666666667,-6.090451852,-6.649957407,5.134222222,10.336,19.8208,14.94666667,27.22222222,56.0,74.66666667,42.0,0.555555556,1.333333333,2.666666667,2.111111111,3.333333333,10.0,14.0,9.333333333,0.3125,0.77,1.203333333,0.819166667,30.42222222,111.4933333,160.7206822,109.5079298,0.0,0.653333333,1.586666667,1.501111111,0.0,1.333333333,8.0,8.777777778,0.0,0.0,0.0,0.0,0.0,-0.666666667,1.111111111,1.666666667,0.0,-0.026666667,0.395555556,0.491111111,0.0,-5.2,-1.985677778,0.823853333,23.18264,18.13473,23.18264,1305.92,6470.78,0.8274,4.099733423,0.8274,0.0,4.09974,0.0,263160.0,0.0,0.0,0.444444444,0.0,0.555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.201818
MOF_net-gar_node1-N79_node2-N13_edge1-E1,2inor_1edge,gar,2.935194434,304.36928,617.5648,1276.3,1534.82144,4903.2,8664.0,12586.4,11092.8,44.0,102.4,177.6,235.2,302.4,883.2,1395.2,1684.8,25.71128,68.45888,115.92432,141.99024,1.0924,17.164,15.793,36.59435,1095.75,993.75,1671.75,1332.75,1.0,4.75,7.5,13.0,24.25,73.0,119.5,160.75,2.0239,5.066075,10.125,12.98655,0.0,-10.965,-7.55,-22.1675,0.0,87.25,63.75,119.75,0.0,0.0,0.0,0.0,0.0,9.0,8.75,24.0,0.0,3.43,3.225,8.855,383.1588,855.576,1360.9152,1759.337,1497.0,3528.0,5100.0,5684.0,63.0,136.0,218.0,292.0,354.0,900.0,1330.0,1554.0,26.2583,65.6656,99.3498,119.396,11.2576,10.268,21.42382222,23.38577778,60.66666667,56.0,103.5555556,92.44444444,1.0,1.222222222,2.444444444,2.888888889,1.666666667,5.0,7.333333333,7.555555556,0.539477778,0.693855556,1.2414,1.306111111,34.01666667,83.74555556,131.0167173,142.4929504,0.0,0.91,1.58,2.693333333,0.0,2.0,5.333333333,10.66666667,0.0,0.0,0.0,0.0,0.0,-2.0,-2.222222222,-2.888888889,0.0,-0.04,0.115555556,0.342222222,0.0,-6.4,-7.114271111,-8.385677778,3.080533333,5.168,9.626666667,7.042666667,16.33333333,28.0,32.66666667,18.66666667,0.333333333,0.666666667,1.333333333,1.0,1.333333333,4.0,5.333333333,3.333333333,0.1875,0.385,0.57,0.3775,18.25333333,55.74666667,77.98174267,50.10840933,0.0,0.326666667,0.886666667,0.723333333,0.0,0.666666667,4.666666667,4.333333333,0.0,0.0,0.0,0.0,0.0,-0.666666667,0.0,0.333333333,0.0,-0.013333333,0.24,0.246666667,0.0,-2.6,-0.671406667,0.628593333,28.53235,21.3504,27.89276,1169.86,6204.86,0.8088,4.28982863,0.8088,0.0,4.28982,0.0,449831.0,0.0,0.0,0.476190476,0.0,0.0,0.0,0.523809524,0.0,0.0,0.0,0.0,0.188539
MOF_net-zzz_node1-N83_node2-N45_edge1-E1,2inor_1edge,zzz,11.31325675,222.6888667,460.8830167,1458.688033,1394.146583,9545.333333,16432.66667,16892.33333,13759.83333,29.33333333,75.5,170.3333333,193.0,287.1666667,965.0,1336.333333,1358.333333,17.76093333,57.98941667,102.9945,111.8156667,1.5572,37.5106,18.506,41.2085,6344.5,5506.0,4695.5,5621.0,1.0,9.5,6.5,13.0,90.5,238.0,225.5,341.0,2.8562,11.8857,9.1959,15.9894,0.0,-18.79,-8.28,-20.375,0.0,668.0,394.5,847.0,0.0,0.0,0.0,0.0,0.0,65.5,40.5,92.0,0.0,9.015,5.49,12.41,418.255152,918.5304,1468.652224,1914.711288,1674.0,3845.76,5649.76,6349.44,67.44,145.28,233.44,315.44,378.72,964.8,1431.2,1677.28,28.516504,70.7168,107.574576,130.4462,10.3463219,12.93408571,20.34715048,22.03548571,55.99047619,70.74285714,106.6190476,105.7714286,1.0,1.561904762,2.285714286,2.847619048,3.104761905,6.8,9.219047619,12.34285714,0.5497,0.8888,1.244739048,1.463393333,52.76857143,114.5281905,151.0875163,200.8468981,0.0,0.343428571,0.906380952,1.629428571,0.0,0.742857143,2.580952381,5.971428571,0.0,0.0,0.0,0.0,0.0,-0.742857143,-1.580952381,-2.038095238,0.0,-0.014857143,0.019809524,0.16152381,0.0,-2.485714286,-5.143872857,-6.183042762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.91467,33.43506,36.42761,1045.98,5288.63,0.8614,4.355388365,0.8614,0.0,4.35538,0.0,132327.0,0.0,0.0,0.1875,0.0,0.75,0.0,0.0,0.0,0.0625,0.0,0.0,0.197778
MOF_net-gar_node1-N55_node2-N53_edge1-E14,2inor_1edge,gar,1.223027817,101.29166,161.8176,264.86224,312.9024,1791.2,3225.6,3193.6,2380.8,11.8,22.4,29.6,36.8,52.0,118.4,131.2,112.0,8.2327,17.00608,21.1028,21.94672,2.7225,22.704,16.83,39.534,900.0,960.0,720.0,1680.0,1.0,4.0,4.0,8.0,16.0,32.0,48.0,68.57142857,1.7161,3.8252,4.0348,7.86,0.0,-7.16,-3.6,-10.76,0.0,88.0,96.0,184.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,14.85714286,0.0,2.32,2.16,4.48,172.8876,342.567,531.5564,620.5462,792.0,1584.0,2300.0,2386.0,24.0,50.0,76.0,92.0,126.0,306.0,420.0,434.0,11.1928,25.5794,36.9676,40.8668,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,10.3936,12.512,25.7936,29.56711111,55.66666667,68.0,123.6666667,143.7777778,1.0,1.555555556,3.111111111,3.666666667,2.666666667,8.0,12.88888889,16.0,0.549344444,0.891488889,1.603333333,1.928811111,42.90666667,119.5288889,196.9981189,241.5536744,0.0,0.94,1.678888889,2.074444444,0.0,2.0,5.888888889,6.777777778,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.888888889,0.0,-0.04,0.16,0.142222222,0.0,-7.0,-7.559505556,-10.22617222,19.24683,14.88095,18.76598,1527.16,5726.56,0.8228,3.085334163,0.8228,0.0,3.08533,0.0,137879.0,0.0,0.0,0.476190476,0.0,0.0,0.0,0.523809524,0.0,0.0,0.0,0.0,0.266681
