name,source_folder,rho,POAV,Porosity
MOF_net-ukr_node1-N55_edge1-none,descriptors_1,0.649512,1.12284,0.7293
MOF_net-ukr_node1-N73_edge1-E13,descriptors_1,0.0837558,11.3389,0.9497
MOF_net-ukr_node1-N73_edge1-E3,descriptors_1,0.268203,3.25798,0.8738
MOF_net-ukr_node1-N73_edge1-E7,descriptors_1,0.15967,5.55083,0.8863
MOF_net-ukr_node1-N73_edge1-E8,descriptors_1,0.134878,6.88325,0.9284
MOF_net-ukr_node1-N74_edge1-E2,descriptors_1,0.393534,2.06259,0.8117
MOF_net-ukr_node1-N74_edge1-none,descriptors_1,1.00643,0.707849,0.7124
MOF_net-ukr_node1-N78_edge1-E2,descriptors_1,0.351256,2.31854,0.8144
MOF_net-ukr_node1-N78_edge1-E3,descriptors_1,0.290225,2.92738,0.8496
MOF_net-ukr_node1-N78_edge1-none,descriptors_1,0.811505,0.921744,0.748
MOF_net-uks_node1-N24_edge1-E0,descriptors_1,0.122599,7.39974,0.9072
MOF_net-uks_node1-N24_edge1-E2,descriptors_1,0.232916,3.67472,0.8559
MOF_net-uks_node1-N24_edge1-E5,descriptors_1,0.141493,6.43779,0.9109
MOF_net-uks_node1-N24_edge1-none,descriptors_1,0.456233,1.6165,0.7375
MOF_net-uks_node1-N41_edge1-E13,descriptors_1,0.0689479,13.793,0.951
MOF_net-uks_node1-N41_edge1-E14,descriptors_1,0.1109,8.29669,0.9201
MOF_net-uks_node1-N41_edge1-E15,descriptors_1,0.0717663,13.1218,0.9417
MOF_net-uks_node1-N41_edge1-E2,descriptors_1,0.221203,3.82048,0.8451
MOF_net-uks_node1-N41_edge1-E3,descriptors_1,0.193913,4.42054,0.8572
MOF_net-uks_node1-N41_edge1-E7,descriptors_1,0.122847,7.2806,0.8944
MOF_net-uks_node1-N41_edge1-E8,descriptors_1,0.106126,8.70477,0.9238
MOF_net-uks_node1-N54_edge1-E0,descriptors_1,0.122593,7.36094,0.9024
MOF_net-uks_node1-N54_edge1-E14,descriptors_1,0.106292,8.73441,0.9284
MOF_net-uks_node1-N54_edge1-E15,descriptors_1,0.0705138,13.3633,0.9423
MOF_net-uks_node1-N54_edge1-E3,descriptors_1,0.182762,4.77343,0.8724
MOF_net-uks_node1-N54_edge1-E5,descriptors_1,0.13866,6.51594,0.9035
MOF_net-uks_node1-N54_edge1-E7,descriptors_1,0.125879,7.07504,0.8906
MOF_net-uks_node1-N54_edge1-E9,descriptors_1,0.0758605,12.4716,0.9461
MOF_net-uks_node1-N57_edge1-E0,descriptors_1,0.165429,5.39384,0.8923
MOF_net-uks_node1-N57_edge1-E1,descriptors_1,0.116514,7.76733,0.905
MOF_net-uks_node1-N57_edge1-E15,descriptors_1,0.0896286,10.4699,0.9384
MOF_net-uks_node1-N57_edge1-E2,descriptors_1,0.345628,2.40172,0.8301
MOF_net-uks_node1-N57_edge1-E5,descriptors_1,0.199388,4.49827,0.8969
MOF_net-ukt_node1-N10_edge1-E0,descriptors_1,0.250122,3.31559,0.8293
MOF_net-ukt_node1-N10_edge1-E1,descriptors_1,0.188277,4.51304,0.8497
MOF_net-ukt_node1-N10_edge1-E14,descriptors_1,0.218148,3.99454,0.8714
MOF_net-ukt_node1-N10_edge1-E2,descriptors_1,0.492963,1.45305,0.7163
MOF_net-ukt_node1-N10_edge1-E3,descriptors_1,0.390057,1.94382,0.7582
MOF_net-ukt_node1-N10_edge1-E7,descriptors_1,0.256174,3.14239,0.805
MOF_net-ukt_node1-N10_edge1-E8,descriptors_1,0.206759,4.22279,0.8731
MOF_net-ukt_node1-N18_edge1-E0,descriptors_1,0.299801,2.72048,0.8156
MOF_net-ukt_node1-N18_edge1-E10,descriptors_1,0.637129,1.04406,0.6652
MOF_net-ukt_node1-N18_edge1-E14,descriptors_1,0.265272,3.23479,0.8581
MOF_net-ukt_node1-N18_edge1-E3,descriptors_1,0.506865,1.45049,0.7352
MOF_net-ukt_node1-N18_edge1-E6,descriptors_1,0.347528,2.40412,0.8355
MOF_net-ukt_node1-N18_edge1-E8,descriptors_1,0.251451,3.4281,0.862
MOF_net-ukt_node1-N29_edge1-E10,descriptors_1,0.624044,1.09415,0.6828
MOF_net-ukt_node1-N29_edge1-E14,descriptors_1,0.260409,3.32132,0.8649
MOF_net-ukt_node1-N29_edge1-E15,descriptors_1,0.161552,5.52145,0.892
MOF_net-ukt_node1-N29_edge1-E2,descriptors_1,0.603948,1.1751,0.7097
MOF_net-ukt_node1-N29_edge1-E3,descriptors_1,0.4957,1.52572,0.7563
MOF_net-ukt_node1-N29_edge1-E5,descriptors_1,0.351011,2.32016,0.8144
MOF_net-ukt_node1-N29_edge1-E6,descriptors_1,0.339744,2.48893,0.8456
MOF_net-ukt_node1-N29_edge1-E7,descriptors_1,0.299989,2.6691,0.8007
MOF_net-ukt_node1-N42_edge1-E1,descriptors_1,0.247132,3.28691,0.8123
MOF_net-ukt_node1-N42_edge1-E5,descriptors_1,0.46204,1.56155,0.7215
MOF_net-ukt_node1-N4_edge1-E0,descriptors_1,0.335141,2.23667,0.7496
MOF_net-ukt_node1-N4_edge1-E13,descriptors_1,0.176501,4.93538,0.8711
MOF_net-ukt_node1-N4_edge1-E15,descriptors_1,0.182457,4.70466,0.8584
MOF_net-ukt_node1-N4_edge1-E2,descriptors_1,0.684525,0.75147,0.5144
MOF_net-ukt_node1-N4_edge1-E3,descriptors_1,0.615095,0.888643,0.5466
MOF_net-ukt_node1-N4_edge1-E5,descriptors_1,0.419716,1.66374,0.6983
MOF_net-ukt_node1-N55_edge1-E1,descriptors_1,0.197302,4.30609,0.8496
MOF_net-ukt_node1-N55_edge1-E13,descriptors_1,0.140219,6.52552,0.915
MOF_net-ukt_node1-N55_edge1-E2,descriptors_1,0.529398,1.35626,0.718
MOF_net-ukt_node1-N55_edge1-E5,descriptors_1,0.309062,2.68263,0.8291
MOF_net-ukt_node1-N73_edge1-E0,descriptors_1,0.26064,3.31223,0.8633
MOF_net-ukt_node1-N73_edge1-E10,descriptors_1,0.532653,1.44747,0.771
MOF_net-ukt_node1-N73_edge1-E14,descriptors_1,0.234635,3.81571,0.8953
MOF_net-ukt_node1-N73_edge1-E15,descriptors_1,0.145594,6.27841,0.9141
MOF_net-ukt_node1-N73_edge1-E2,descriptors_1,0.517136,1.49593,0.7736
MOF_net-ukt_node1-N73_edge1-E3,descriptors_1,0.441518,1.8527,0.818
MOF_net-ukt_node1-N73_edge1-E7,descriptors_1,0.264255,3.17459,0.8389
MOF_net-ukt_node1-N73_edge1-E8,descriptors_1,0.223251,4.00805,0.8948
MOF_net-ukt_node1-N79_edge1-E0,descriptors_1,0.146708,5.95197,0.8732
MOF_net-ukt_node1-N79_edge1-E1,descriptors_1,0.114711,7.79524,0.8942
MOF_net-ukt_node1-N79_edge1-E10,descriptors_1,0.237617,3.40379,0.8088
MOF_net-ukt_node1-N79_edge1-E14,descriptors_1,0.136261,6.54257,0.8915
MOF_net-ukt_node1-N79_edge1-E15,descriptors_1,0.0955928,9.58545,0.9163
MOF_net-ukt_node1-N79_edge1-E2,descriptors_1,0.233065,3.50031,0.8158
MOF_net-ukt_node1-N79_edge1-E3,descriptors_1,0.209956,3.93368,0.8259
MOF_net-ukt_node1-N79_edge1-E5,descriptors_1,0.166919,5.16657,0.8624
MOF_net-uku_node1-N18_edge1-E0,descriptors_1,0.206009,4.26341,0.8783
MOF_net-uku_node1-N18_edge1-E13,descriptors_1,0.107301,8.80047,0.9443
MOF_net-uku_node1-N18_edge1-E3,descriptors_1,0.346148,2.39955,0.8306
MOF_net-uku_node1-N18_edge1-E7,descriptors_1,0.209844,4.09828,0.86
MOF_net-uku_node1-N18_edge1-none,descriptors_1,0.974173,0.660252,0.6432
MOF_net-uku_node1-N24_edge1-E0,descriptors_1,0.121733,7.53124,0.9168
MOF_net-uku_node1-N24_edge1-E1,descriptors_1,0.0941847,9.82643,0.9255
MOF_net-uku_node1-N24_edge1-E2,descriptors_1,0.223303,3.90994,0.8731
MOF_net-uku_node1-N24_edge1-E5,descriptors_1,0.138559,6.60657,0.9154
MOF_net-uku_node1-N42_edge1-E0,descriptors_1,0.258516,3.21953,0.8323
MOF_net-uku_node1-N42_edge1-E1,descriptors_1,0.173031,5.01645,0.868
MOF_net-uku_node1-N42_edge1-E14,descriptors_1,0.234614,3.69544,0.867
MOF_net-uku_node1-N42_edge1-E3,descriptors_1,0.475659,1.48867,0.7081
MOF_net-uku_node1-N4_edge1-E0,descriptors_1,0.248248,3.28462,0.8154
MOF_net-uku_node1-N4_edge1-E14,descriptors_1,0.228841,3.70257,0.8473
MOF_net-uku_node1-N4_edge1-E2,descriptors_1,0.512278,1.31023,0.6712
MOF_net-uku_node1-N4_edge1-E3,descriptors_1,0.46056,1.49535,0.6887
MOF_net-uku_node1-N4_edge1-E8,descriptors_1,0.218009,3.89846,0.8499
MOF_net-uku_node1-N73_edge1-E10,descriptors_1,0.388924,2.16315,0.8413
MOF_net-uku_node1-N73_edge1-E15,descriptors_1,0.105205,8.94346,0.9409
MOF_net-uku_node1-N73_edge1-E5,descriptors_1,0.22795,3.96753,0.9044
MOF_net-uku_node1-N73_edge1-E6,descriptors_1,0.231138,3.97685,0.9192
MOF_net-uku_node1-N73_edge1-E7,descriptors_1,0.191694,4.63864,0.8892
MOF_net-uku_node1-N73_edge1-E8,descriptors_1,0.161919,5.75041,0.9311
MOF_net-uku_node1-N74_edge1-E14,descriptors_1,0.203819,4.49712,0.9166
MOF_net-uku_node1-N74_edge1-E15,descriptors_1,0.123144,7.56431,0.9315
MOF_net-uku_node1-N74_edge1-E3,descriptors_1,0.400187,2.09602,0.8388
MOF_net-uku_node1-N74_edge1-E5,descriptors_1,0.276746,3.19282,0.8836
MOF_net-ukv_node1-N10_edge1-E13,descriptors_1,0.121022,7.61351,0.9214
MOF_net-ukv_node1-N10_edge1-E14,descriptors_1,0.199937,4.37138,0.874
MOF_net-ukv_node1-N10_edge1-E2,descriptors_1,0.4561,1.57729,0.7194
MOF_net-ukv_node1-N10_edge1-none,descriptors_1,0.911947,0.358464,0.3269
MOF_net-ukv_node1-N18_edge1-E0,descriptors_1,0.248314,3.34254,0.83
MOF_net-ukv_node1-N18_edge1-E1,descriptors_1,0.177724,4.80296,0.8536
MOF_net-ukv_node1-N18_edge1-E10,descriptors_1,0.526135,1.33179,0.7007
MOF_net-ukv_node1-N18_edge1-E13,descriptors_1,0.129061,7.13151,0.9204
MOF_net-ukv_node1-N18_edge1-E14,descriptors_1,0.219739,3.98564,0.8758
MOF_net-ukv_node1-N18_edge1-E15,descriptors_1,0.136227,6.60808,0.9002
MOF_net-ukv_node1-N18_edge1-E3,descriptors_1,0.418538,1.80294,0.7546
MOF_net-ukv_node1-N18_edge1-E7,descriptors_1,0.252895,3.18353,0.8051
MOF_net-ukv_node1-N18_edge1-E8,descriptors_1,0.208286,4.22256,0.8795
MOF_net-ukv_node1-N18_edge1-none,descriptors_1,1.53928,0.154488,0.2378
MOF_net-ukv_node1-N29_edge1-E0,descriptors_1,0.246507,3.40153,0.8385
MOF_net-ukv_node1-N29_edge1-E5,descriptors_1,0.293838,2.856,0.8392
MOF_net-ukv_node1-N29_edge1-E8,descriptors_1,0.206652,4.28207,0.8849
MOF_net-ukv_node1-N29_edge1-none,descriptors_1,1.17299,0.375791,0.4408
MOF_net-ukv_node1-N42_edge1-E14,descriptors_1,0.281258,2.85183,0.8021
MOF_net-ukv_node1-N55_edge1-E0,descriptors_1,0.231263,3.61147,0.8352
MOF_net-ukv_node1-N55_edge1-E10,descriptors_1,0.47498,1.51964,0.7218
MOF_net-ukv_node1-N55_edge1-E14,descriptors_1,0.20247,4.34583,0.8799
MOF_net-ukv_node1-N55_edge1-E2,descriptors_1,0.459569,1.60063,0.7356
MOF_net-ukv_node1-N55_edge1-E7,descriptors_1,0.236548,3.42678,0.8106
MOF_net-ukv_node1-N73_edge1-E13,descriptors_1,0.226457,3.78438,0.857
MOF_net-ukv_node1-N73_edge1-E14,descriptors_1,0.362439,2.1543,0.7808
MOF_net-ukv_node1-N73_edge1-E3,descriptors_1,0.638569,0.994411,0.635
MOF_net-ukv_node1-N73_edge1-none,descriptors_1,1.7982,0.192193,0.3456
MOF_net-ukv_node1-N74_edge1-none,descriptors_1,1.81452,0.218185,0.3959
MOF_net-ukv_node1-N78_edge1-E2,descriptors_1,0.507652,1.44607,0.7341
MOF_net-ukv_node1-N78_edge1-none,descriptors_1,1.1861,0.443556,0.5261
MOF_net-ukv_node1-N79_edge1-E10,descriptors_1,0.2142,3.77777,0.8092
MOF_net-ukw_node1-N29_edge1-E5,descriptors_1,0.308722,2.57124,0.7938
MOF_net-ukw_node1-N29_edge1-none,descriptors_1,1.2335,0.251885,0.3107
MOF_net-ukw_node1-N57_edge1-E14,descriptors_1,0.220654,3.8771,0.8555
MOF_net-ukw_node1-N57_edge1-E2,descriptors_1,0.519812,1.30739,0.6796
MOF_net-ukw_node1-N57_edge1-E3,descriptors_1,0.430017,1.72202,0.7405
MOF_net-ukw_node1-N57_edge1-none,descriptors_1,1.28124,0.290344,0.372
MOF_net-ukw_node1-N73_edge1-E14,descriptors_1,0.240885,3.56768,0.8594
MOF_net-ukw_node1-N73_edge1-none,descriptors_1,1.279,0.382096,0.4887
MOF_net-ukx_node1-N18_edge1-E5,descriptors_1,0.274931,2.94038,0.8084
MOF_net-ukx_node1-N18_edge1-E8,descriptors_1,0.192939,4.47448,0.8633
MOF_net-ukx_node1-N18_edge1-none,descriptors_1,1.11762,0.411321,0.4597
MOF_net-ukx_node1-N29_edge1-E14,descriptors_1,0.191032,4.58511,0.8759
MOF_net-ukx_node1-N29_edge1-E3,descriptors_1,0.363655,2.12399,0.7724
MOF_net-ukx_node1-N42_edge1-none,descriptors_1,1.70326,0.058711,0.1
MOF_net-ukx_node1-N73_edge1-E3,descriptors_1,0.346857,2.36495,0.8203
MOF_net-ukx_node1-N73_edge1-E8,descriptors_1,0.174631,5.12452,0.8949
MOF_net-ukx_node1-N78_edge1-none,descriptors_1,1.15984,0.435577,0.5052
MOF_net-uky_node1-N18_edge1-E0,descriptors_1,0.25057,3.29569,0.8258
MOF_net-uky_node1-N18_edge1-none,descriptors_1,1.20953,0.351872,0.4256
MOF_net-uky_node1-N24_edge1-E14,descriptors_1,0.133783,6.77588,0.9065
MOF_net-uky_node1-N24_edge1-E3,descriptors_1,0.234305,3.57781,0.8383
MOF_net-uky_node1-N24_edge1-E5,descriptors_1,0.174594,5.02137,0.8767
MOF_net-uky_node1-N24_edge1-none,descriptors_1,0.559415,1.13547,0.6352
MOF_net-uky_node1-N29_edge1-E0,descriptors_1,0.223678,3.79206,0.8482
MOF_net-uky_node1-N29_edge1-E13,descriptors_1,0.116254,8.00232,0.9303
MOF_net-uky_node1-N29_edge1-E14,descriptors_1,0.197809,4.51548,0.8932
MOF_net-uky_node1-N29_edge1-E2,descriptors_1,0.458763,1.65183,0.7578
MOF_net-uky_node1-N29_edge1-E3,descriptors_1,0.37653,2.14724,0.8085
MOF_net-uky_node1-N29_edge1-E7,descriptors_1,0.22787,3.62662,0.8264
MOF_net-uky_node1-N29_edge1-E8,descriptors_1,0.187502,4.76156,0.8928
MOF_net-uky_node1-N42_edge1-none,descriptors_1,1.90589,0.11328,0.2159
MOF_net-uky_node1-N73_edge1-E13,descriptors_1,0.126308,7.33443,0.9264
MOF_net-uky_node1-N73_edge1-E14,descriptors_1,0.215464,4.14223,0.8925
MOF_net-uky_node1-N73_edge1-E2,descriptors_1,0.483078,1.57594,0.7613
MOF_net-uky_node1-N73_edge1-E5,descriptors_1,0.289804,2.93888,0.8517
MOF_net-uky_node1-N73_edge1-none,descriptors_1,1.16267,0.480532,0.5587
MOF_net-uky_node1-N74_edge1-E1,descriptors_1,0.190272,4.47203,0.8509
MOF_net-uky_node1-N74_edge1-E14,descriptors_1,0.249212,3.54115,0.8825
MOF_net-uky_node1-N74_edge1-E15,descriptors_1,0.149948,6.00475,0.9004
MOF_net-uky_node1-N74_edge1-E8,descriptors_1,0.236617,3.7305,0.8827
MOF_net-uky_node1-N74_edge1-none,descriptors_1,1.48472,0.28955,0.4299
MOF_net-ula_node1-N54_edge1-E14,descriptors_1,0.204208,4.05617,0.8283
MOF_net-ula_node1-N54_edge1-E8,descriptors_1,0.193634,4.29367,0.8314
MOF_net-ulg_node1-N10_edge1-none,descriptors_1,0.426008,1.70278,0.7254
MOF_net-ulg_node1-N18_edge1-E2,descriptors_1,0.285618,2.85871,0.8165
MOF_net-ulg_node1-N18_edge1-E3,descriptors_1,0.234746,3.59537,0.844
MOF_net-ulg_node1-N18_edge1-none,descriptors_1,0.666772,1.09663,0.7312
MOF_net-ulg_node1-N29_edge1-E2,descriptors_1,0.276701,2.97867,0.8242
MOF_net-ulg_node1-N42_edge1-E10,descriptors_1,0.37222,2.16915,0.8074
MOF_net-ulg_node1-N42_edge1-E3,descriptors_1,0.314669,2.6485,0.8334
MOF_net-ulg_node1-N4_edge1-E10,descriptors_1,0.327493,2.21562,0.7256
MOF_net-ulg_node1-N73_edge1-E2,descriptors_1,0.233455,3.71892,0.8682
MOF_net-ulg_node1-N73_edge1-E3,descriptors_1,0.199238,4.46703,0.89
MOF_net-ulg_node1-N74_edge1-none,descriptors_1,0.7914,0.943265,0.7465
MOF_net-ulg_node1-N78_edge1-none,descriptors_1,0.614566,1.27684,0.7847
MOF_net-ulh_node1-N18_edge1-E13,descriptors_1,0.109074,8.44928,0.9216
MOF_net-ulh_node1-N18_edge1-E14,descriptors_1,0.185444,4.75076,0.881
MOF_net-ulh_node1-N18_edge1-E15,descriptors_1,0.11511,7.82643,0.9009
MOF_net-ulh_node1-N18_edge1-E2,descriptors_1,0.428932,1.70097,0.7296
MOF_net-ulh_node1-N18_edge1-E7,descriptors_1,0.213473,3.80844,0.813
MOF_net-ulh_node1-N29_edge1-E14,descriptors_1,0.182521,4.84219,0.8838
MOF_net-ulh_node1-N29_edge1-E5,descriptors_1,0.245998,3.41873,0.841
MOF_net-ulh_node1-N29_edge1-E8,descriptors_1,0.173008,5.11365,0.8847
MOF_net-ulh_node1-N29_edge1-none,descriptors_1,0.98227,0.556772,0.5469
MOF_net-ulh_node1-N54_edge1-E2,descriptors_1,0.273306,2.84736,0.7782
MOF_net-ulh_node1-N54_edge1-E3,descriptors_1,0.212621,3.82887,0.8141
MOF_net-ulh_node1-N54_edge1-E5,descriptors_1,0.161406,5.30217,0.8558
MOF_net-ulh_node1-N57_edge1-none,descriptors_1,1.00714,0.529021,0.5328
MOF_net-ulh_node1-N73_edge1-E2,descriptors_1,0.37897,2.09489,0.7939
MOF_net-ulh_node1-N73_edge1-none,descriptors_1,0.89045,0.778595,0.6933
MOF_net-ulh_node1-N74_edge1-none,descriptors_1,1.20241,0.478457,0.5753
MOF_net-uli_node1-N10_edge1-E5,descriptors_1,0.184111,4.68413,0.8624
MOF_net-uli_node1-N10_edge1-none,descriptors_1,0.609791,1.1217,0.684
MOF_net-uli_node1-N18_edge1-E0,descriptors_1,0.183968,4.68397,0.8617
MOF_net-uli_node1-N18_edge1-E13,descriptors_1,0.0956753,9.75278,0.9331
MOF_net-uli_node1-N18_edge1-E15,descriptors_1,0.100968,9.05141,0.9139
MOF_net-uli_node1-N18_edge1-E2,descriptors_1,0.377034,2.06507,0.7786
MOF_net-uli_node1-N18_edge1-E3,descriptors_1,0.309865,2.63179,0.8155
MOF_net-uli_node1-N18_edge1-E7,descriptors_1,0.187378,4.49039,0.8414
MOF_net-uli_node1-N18_edge1-E8,descriptors_1,0.154316,5.81275,0.897
MOF_net-uli_node1-N18_edge1-none,descriptors_1,0.876353,0.763505,0.6691
MOF_net-uli_node1-N29_edge1-E0,descriptors_1,0.186843,4.60333,0.8601
MOF_net-uli_node1-N29_edge1-E14,descriptors_1,0.165235,5.44014,0.8989
MOF_net-uli_node1-N29_edge1-E2,descriptors_1,0.383043,2.0452,0.7834
MOF_net-uli_node1-N29_edge1-E8,descriptors_1,0.156623,5.74502,0.8998
MOF_net-uli_node1-N42_edge1-E2,descriptors_1,0.480117,1.5867,0.7618
MOF_net-uli_node1-N4_edge1-E0,descriptors_1,0.209615,3.84419,0.8058
MOF_net-uli_node1-N73_edge1-E14,descriptors_1,0.148115,6.19451,0.9175
MOF_net-uli_node1-N73_edge1-E15,descriptors_1,0.0918207,10.1372,0.9308
MOF_net-uli_node1-N73_edge1-E2,descriptors_1,0.326876,2.55816,0.8362
MOF_net-uli_node1-N73_edge1-none,descriptors_1,0.756758,0.969795,0.7339
MOF_net-uli_node1-N78_edge1-E2,descriptors_1,0.368237,2.18935,0.8062
MOF_net-uli_node1-N78_edge1-E3,descriptors_1,0.304258,2.76443,0.8411
MOF_net-uli_node1-N78_edge1-E7,descriptors_1,0.184438,4.64927,0.8575
MOF_net-ulj_node1-N24_edge1-E2,descriptors_1,0.257894,3.28159,0.8463
MOF_net-ulj_node1-N24_edge1-E3,descriptors_1,0.210337,4.15285,0.8735
MOF_net-ulj_node1-N24_edge1-E5,descriptors_1,0.157844,5.69929,0.8996
MOF_net-ulj_node1-N41_edge1-E2,descriptors_1,0.241292,3.43899,0.8298
MOF_net-ulj_node1-N41_edge1-none,descriptors_1,0.477902,1.38397,0.6614
MOF_net-ulj_node1-N54_edge1-E1,descriptors_1,0.123191,7.14661,0.8804
MOF_net-ulj_node1-N54_edge1-E14,descriptors_1,0.138139,6.53688,0.903
MOF_net-ulj_node1-N54_edge1-E2,descriptors_1,0.305632,2.60248,0.7954
MOF_net-ulj_node1-N54_edge1-E3,descriptors_1,0.23779,3.50183,0.8327
MOF_net-ulj_node1-N54_edge1-E8,descriptors_1,0.130979,6.90112,0.9039
MOF_net-ulj_node1-N54_edge1-none,descriptors_1,0.536843,1.16123,0.6234
MOF_net-ulj_node1-N57_edge1-E13,descriptors_1,0.103443,9.0485,0.936
MOF_net-ulj_node1-N57_edge1-E15,descriptors_1,0.109015,8.45023,0.9212
MOF_net-ulj_node1-N57_edge1-E3,descriptors_1,0.347772,2.3731,0.8253
MOF_net-ulj_node1-N57_edge1-E8,descriptors_1,0.169083,5.34471,0.9037
MOF_net-ulj_node1-N73_edge1-E2,descriptors_1,0.492283,1.56922,0.7725
MOF_net-ulj_node1-N73_edge1-E3,descriptors_1,0.42074,1.93231,0.813
MOF_net-ulj_node1-N73_edge1-E8,descriptors_1,0.207373,4.32024,0.8959
MOF_net-ull_node1-N10_edge1-E14,descriptors_1,0.205664,4.21999,0.8679
MOF_net-ull_node1-N10_edge1-E2,descriptors_1,0.469997,1.47043,0.6911
MOF_net-ull_node1-N10_edge1-E8,descriptors_1,0.194849,4.47014,0.871
MOF_net-ull_node1-N18_edge1-E0,descriptors_1,0.238632,3.46978,0.828
MOF_net-ull_node1-N18_edge1-E10,descriptors_1,0.507581,1.4179,0.7197
MOF_net-ull_node1-N18_edge1-E3,descriptors_1,0.403797,1.93191,0.7801
MOF_net-ull_node1-N18_edge1-E7,descriptors_1,0.243037,3.31349,0.8053
MOF_net-ull_node1-N24_edge1-E2,descriptors_1,0.295674,2.71888,0.8039
MOF_net-ull_node1-N29_edge1-E10,descriptors_1,0.483644,1.51847,0.7344
MOF_net-ull_node1-N29_edge1-E13,descriptors_1,0.118617,7.79568,0.9247
MOF_net-ull_node1-N29_edge1-E14,descriptors_1,0.201836,4.38474,0.885
MOF_net-ull_node1-N29_edge1-E15,descriptors_1,0.12521,7.22783,0.905
MOF_net-ull_node1-N29_edge1-E2,descriptors_1,0.468078,1.58008,0.7396
MOF_net-ull_node1-N29_edge1-E3,descriptors_1,0.384191,2.06564,0.7936
MOF_net-ull_node1-N29_edge1-E7,descriptors_1,0.232506,3.50099,0.814
MOF_net-ull_node1-N42_edge1-E13,descriptors_1,0.152589,5.85624,0.8936
MOF_net-ull_node1-N55_edge1-E3,descriptors_1,0.37527,2.07317,0.778
MOF_net-ull_node1-N55_edge1-none,descriptors_1,0.972401,0.437783,0.4257
MOF_net-ull_node1-N73_edge1-E10,descriptors_1,0.493233,1.54531,0.7622
MOF_net-ull_node1-N73_edge1-E14,descriptors_1,0.212959,4.21396,0.8974
MOF_net-ull_node1-N73_edge1-E15,descriptors_1,0.130439,6.9795,0.9104
MOF_net-ull_node1-N73_edge1-E2,descriptors_1,0.478574,1.60205,0.7667
MOF_net-ull_node1-N73_edge1-E7,descriptors_1,0.239738,3.46503,0.8307
MOF_net-ull_node1-N73_edge1-E8,descriptors_1,0.202447,4.42387,0.8956
MOF_net-ull_node1-N74_edge1-E13,descriptors_1,0.136739,6.74643,0.9225
MOF_net-ull_node1-N74_edge1-E7,descriptors_1,0.267678,3.03312,0.8119
MOF_net-ull_node1-N74_edge1-none,descriptors_1,1.42155,0.342231,0.4865
MOF_net-ull_node1-N78_edge1-E14,descriptors_1,0.230902,3.78645,0.8743
MOF_net-ull_node1-N78_edge1-E5,descriptors_1,0.311762,2.67191,0.833
MOF_net-ull_node1-N78_edge1-none,descriptors_1,1.26805,0.293915,0.3727
MOF_net-ull_node1-N79_edge1-none,descriptors_1,0.338789,1.96317,0.6651
MOF_net-uma_node1-N18_edge1-E1,descriptors_1,0.156433,5.50076,0.8605
MOF_net-uma_node1-N18_edge1-E13,descriptors_1,0.113619,8.13599,0.9244
MOF_net-uma_node1-N24_edge1-E14,descriptors_1,0.11085,8.34912,0.9255
MOF_net-uma_node1-N24_edge1-E2,descriptors_1,0.236654,3.54737,0.8395
MOF_net-uma_node1-N41_edge1-E13,descriptors_1,0.0700522,13.5213,0.9472
MOF_net-uma_node1-N41_edge1-E3,descriptors_1,0.195446,4.33983,0.8482
MOF_net-uma_node1-N54_edge1-E2,descriptors_1,0.274962,2.92586,0.8045
MOF_net-uma_node1-N54_edge1-none,descriptors_1,0.48077,1.39901,0.6726
MOF_net-uma_node1-N57_edge1-E10,descriptors_1,0.405194,1.91982,0.7779
MOF_net-uma_node1-N57_edge1-E3,descriptors_1,0.324283,2.52958,0.8203
MOF_net-uma_node1-N57_edge1-E8,descriptors_1,0.157709,5.73398,0.9043
MOF_net-uma_node1-N73_edge1-E2,descriptors_1,0.343278,2.43622,0.8363
MOF_net-uma_node1-N73_edge1-E5,descriptors_1,0.208544,4.30317,0.8974
MOF_net-uma_node1-N73_edge1-E8,descriptors_1,0.148847,6.19631,0.9223
MOF_net-umb_node1-N18_edge1-E14,descriptors_1,0.169535,5.37943,0.912
MOF_net-umb_node1-N18_edge1-E15,descriptors_1,0.104801,8.85774,0.9283
MOF_net-umb_node1-N18_edge1-E3,descriptors_1,0.324481,2.55855,0.8302
MOF_net-umb_node1-N18_edge1-E5,descriptors_1,0.228927,3.83485,0.8779
MOF_net-umb_node1-N18_edge1-E6,descriptors_1,0.222377,4.03009,0.8962
MOF_net-umb_node1-N18_edge1-E7,descriptors_1,0.195135,4.42771,0.864
MOF_net-umb_node1-N18_edge1-E8,descriptors_1,0.160665,5.67205,0.9113
MOF_net-umb_node1-N24_edge1-E14,descriptors_1,0.112082,8.27964,0.928
MOF_net-umb_node1-N24_edge1-E15,descriptors_1,0.0739147,12.8012,0.9462
MOF_net-umb_node1-N24_edge1-E2,descriptors_1,0.23735,3.64357,0.8648
MOF_net-umb_node1-N24_edge1-E3,descriptors_1,0.193585,4.54477,0.8798
MOF_net-umb_node1-N24_edge1-E5,descriptors_1,0.145551,6.22394,0.9059
MOF_net-umb_node1-N24_edge1-E8,descriptors_1,0.106673,8.71637,0.9298
MOF_net-umb_node1-N24_edge1-none,descriptors_1,0.44296,1.69338,0.7501
MOF_net-umb_node1-N29_edge1-E6,descriptors_1,0.211415,4.29297,0.9076
MOF_net-umb_node1-N41_edge1-E0,descriptors_1,0.124192,7.29193,0.9056
