name,source_folder,rho,POAV,Porosity
MOF_net-ptr_node1-N29_node2-orgN15_edge1-none,descriptors_2,0.488373,1.60042,0.7816
MOF_net-ptr_node1-N29_node2-orgN18_edge1-E10,descriptors_2,0.173306,5.09503,0.883
MOF_net-ptr_node1-N29_node2-orgN18_edge1-E14,descriptors_2,0.0859005,10.9406,0.9398
MOF_net-ptr_node1-N29_node2-orgN18_edge1-E15,descriptors_2,0.0587254,16.1531,0.9486
MOF_net-ptr_node1-N29_node2-orgN18_edge1-E3,descriptors_2,0.140061,6.46292,0.9052
MOF_net-ptr_node1-N29_node2-orgN18_edge1-none,descriptors_2,0.284467,2.91422,0.829
MOF_net-ptr_node1-N29_node2-orgN19_edge1-E0,descriptors_2,0.0735022,12.7656,0.9383
MOF_net-ptr_node1-N29_node2-orgN19_edge1-E2,descriptors_2,0.119661,7.66666,0.9174
MOF_net-ptr_node1-N29_node2-orgN19_edge1-E8,descriptors_2,0.0634459,15.049,0.9548
MOF_net-ptr_node1-N29_node2-orgN1_edge1-E1,descriptors_2,0.0937703,9.7323,0.9126
MOF_net-ptr_node1-N29_node2-orgN1_edge1-E15,descriptors_2,0.0747628,12.549,0.9382
MOF_net-ptr_node1-N29_node2-orgN1_edge1-E2,descriptors_2,0.228398,3.64364,0.8322
MOF_net-ptr_node1-N29_node2-orgN1_edge1-E3,descriptors_2,0.197178,4.32503,0.8528
MOF_net-ptr_node1-N29_node2-orgN1_edge1-E5,descriptors_2,0.147293,6.04578,0.8905
MOF_net-ptr_node1-N29_node2-orgN1_edge1-E7,descriptors_2,0.127783,6.92738,0.8852
MOF_net-ptr_node1-N29_node2-orgN1_edge1-E8,descriptors_2,0.109256,8.39956,0.9177
MOF_net-ptr_node1-N29_node2-orgN20_edge1-E1,descriptors_2,0.0691964,13.5195,0.9355
MOF_net-ptr_node1-N29_node2-orgN20_edge1-E10,descriptors_2,0.147641,6.05522,0.894
MOF_net-ptr_node1-N29_node2-orgN20_edge1-E14,descriptors_2,0.0806144,11.6691,0.9407
MOF_net-ptr_node1-N29_node2-orgN20_edge1-E8,descriptors_2,0.0775513,12.1352,0.9411
MOF_net-ptr_node1-N29_node2-orgN21_edge1-E13,descriptors_2,0.0570906,16.8364,0.9612
MOF_net-ptr_node1-N29_node2-orgN21_edge1-E14,descriptors_2,0.0882118,10.6913,0.9431
MOF_net-ptr_node1-N29_node2-orgN21_edge1-E15,descriptors_2,0.0601766,15.7968,0.9506
MOF_net-ptr_node1-N29_node2-orgN21_edge1-E2,descriptors_2,0.173723,5.10986,0.8877
MOF_net-ptr_node1-N29_node2-orgN21_edge1-E8,descriptors_2,0.084287,11.2105,0.9449
MOF_net-ptr_node1-N42_node2-orgN10_edge1-E0,descriptors_2,0.154842,5.66643,0.8774
MOF_net-ptr_node1-N42_node2-orgN10_edge1-E14,descriptors_2,0.137543,6.56958,0.9036
MOF_net-ptr_node1-N42_node2-orgN10_edge1-E15,descriptors_2,0.085975,10.7927,0.9279
MOF_net-ptr_node1-N42_node2-orgN10_edge1-E3,descriptors_2,0.257932,3.18921,0.8226
MOF_net-ptr_node1-N42_node2-orgN10_edge1-E7,descriptors_2,0.157596,5.50521,0.8676
MOF_net-ptr_node1-N42_node2-orgN10_edge1-none,descriptors_2,0.702419,0.875546,0.615
MOF_net-ptr_node1-N42_node2-orgN15_edge1-E10,descriptors_2,0.321007,2.46412,0.791
MOF_net-ptr_node1-N42_node2-orgN15_edge1-E5,descriptors_2,0.183587,4.76722,0.8752
MOF_net-ptr_node1-N42_node2-orgN18_edge1-E10,descriptors_2,0.204833,4.18878,0.858
MOF_net-ptr_node1-N42_node2-orgN18_edge1-E13,descriptors_2,0.0641494,14.8092,0.95
MOF_net-ptr_node1-N42_node2-orgN18_edge1-E2,descriptors_2,0.199611,4.3174,0.8618
MOF_net-ptr_node1-N42_node2-orgN18_edge1-E3,descriptors_2,0.170714,5.15072,0.8793
MOF_net-ptr_node1-N42_node2-orgN18_edge1-E5,descriptors_2,0.129304,6.99745,0.9048
MOF_net-ptr_node1-N42_node2-orgN18_edge1-E7,descriptors_2,0.113657,7.92295,0.9005
MOF_net-ptr_node1-N42_node2-orgN19_edge1-E0,descriptors_2,0.0846698,10.9744,0.9292
MOF_net-ptr_node1-N42_node2-orgN19_edge1-E1,descriptors_2,0.0670263,13.9229,0.9332
MOF_net-ptr_node1-N42_node2-orgN19_edge1-E10,descriptors_2,0.143319,6.25807,0.8969
MOF_net-ptr_node1-N42_node2-orgN19_edge1-E8,descriptors_2,0.0739566,12.7778,0.945
MOF_net-ptr_node1-N42_node2-orgN1_edge1-E10,descriptors_2,0.266594,3.00645,0.8015
MOF_net-ptr_node1-N42_node2-orgN1_edge1-E13,descriptors_2,0.0798833,11.7346,0.9374
MOF_net-ptr_node1-N42_node2-orgN1_edge1-E14,descriptors_2,0.129535,6.9595,0.9015
MOF_net-ptr_node1-N42_node2-orgN1_edge1-E2,descriptors_2,0.259932,3.10735,0.8077
MOF_net-ptr_node1-N42_node2-orgN1_edge1-E7,descriptors_2,0.143041,6.08988,0.8711
MOF_net-ptr_node1-N42_node2-orgN1_edge1-E8,descriptors_2,0.12394,7.2842,0.9028
MOF_net-ptr_node1-N42_node2-orgN1_edge1-none,descriptors_2,0.534424,1.15695,0.6183
MOF_net-ptr_node1-N42_node2-orgN20_edge1-E0,descriptors_2,0.098442,9.31005,0.9165
MOF_net-ptr_node1-N42_node2-orgN20_edge1-E1,descriptors_2,0.0755147,12.2479,0.9249
MOF_net-ptr_node1-N42_node2-orgN20_edge1-E10,descriptors_2,0.166772,5.28625,0.8816
MOF_net-ptr_node1-N42_node2-orgN20_edge1-E14,descriptors_2,0.0908273,10.2491,0.9309
MOF_net-ptr_node1-N42_node2-orgN20_edge1-E3,descriptors_2,0.145462,6.12464,0.8909
MOF_net-ptr_node1-N42_node2-orgN20_edge1-E5,descriptors_2,0.113189,8.05999,0.9123
MOF_net-ptr_node1-N42_node2-orgN20_edge1-E7,descriptors_2,0.0995206,9.16494,0.9121
MOF_net-ptr_node1-N42_node2-orgN20_edge1-E8,descriptors_2,0.0874221,10.6506,0.9311
MOF_net-ptr_node1-N42_node2-orgN20_edge1-none,descriptors_2,0.281099,2.8353,0.797
MOF_net-ptr_node1-N42_node2-orgN21_edge1-E1,descriptors_2,0.0866804,10.5733,0.9165
MOF_net-ptr_node1-N42_node2-orgN21_edge1-E10,descriptors_2,0.210341,4.06292,0.8546
MOF_net-ptr_node1-N42_node2-orgN21_edge1-E13,descriptors_2,0.0655532,14.5012,0.9506
MOF_net-ptr_node1-N42_node2-orgN21_edge1-E2,descriptors_2,0.204926,4.20102,0.8609
MOF_net-ptr_node1-N42_node2-orgN21_edge1-E5,descriptors_2,0.132556,6.84313,0.9071
MOF_net-ptr_node1-N42_node2-orgN21_edge1-E8,descriptors_2,0.0989335,9.37902,0.9279
MOF_net-ptr_node1-N55_node2-orgN10_edge1-E0,descriptors_2,0.134535,6.63469,0.8926
MOF_net-ptr_node1-N55_node2-orgN10_edge1-E10,descriptors_2,0.268684,3.07722,0.8268
MOF_net-ptr_node1-N55_node2-orgN10_edge1-E5,descriptors_2,0.152796,5.85027,0.8939
MOF_net-ptr_node1-N55_node2-orgN10_edge1-E7,descriptors_2,0.138093,6.37758,0.8807
MOF_net-ptr_node1-N55_node2-orgN15_edge1-E1,descriptors_2,0.103205,8.73409,0.9014
MOF_net-ptr_node1-N55_node2-orgN15_edge1-E14,descriptors_2,0.115909,7.96142,0.9228
MOF_net-ptr_node1-N55_node2-orgN15_edge1-E15,descriptors_2,0.0766035,12.1953,0.9342
MOF_net-ptr_node1-N55_node2-orgN15_edge1-E8,descriptors_2,0.109851,8.40774,0.9236
MOF_net-ptr_node1-N55_node2-orgN15_edge1-none,descriptors_2,0.457725,1.66759,0.7633
MOF_net-ptr_node1-N55_node2-orgN18_edge1-E0,descriptors_2,0.0987047,9.28223,0.9162
MOF_net-ptr_node1-N55_node2-orgN18_edge1-E1,descriptors_2,0.07876,11.7496,0.9254
MOF_net-ptr_node1-N55_node2-orgN18_edge1-E13,descriptors_2,0.0573863,16.6921,0.9579
MOF_net-ptr_node1-N55_node2-orgN18_edge1-E15,descriptors_2,0.0606223,15.6147,0.9466
MOF_net-ptr_node1-N55_node2-orgN19_edge1-E10,descriptors_2,0.125992,7.24092,0.9123
MOF_net-ptr_node1-N55_node2-orgN19_edge1-E15,descriptors_2,0.0492803,19.3728,0.9547
MOF_net-ptr_node1-N55_node2-orgN19_edge1-E2,descriptors_2,0.123028,7.41703,0.9125
MOF_net-ptr_node1-N55_node2-orgN19_edge1-none,descriptors_2,0.180438,4.8554,0.8761
MOF_net-ptr_node1-N55_node2-orgN1_edge1-E1,descriptors_2,0.0955922,9.48299,0.9065
MOF_net-ptr_node1-N55_node2-orgN1_edge1-E13,descriptors_2,0.0724458,13.0083,0.9424
MOF_net-ptr_node1-N55_node2-orgN1_edge1-E14,descriptors_2,0.114832,7.95074,0.913
MOF_net-ptr_node1-N55_node2-orgN1_edge1-E15,descriptors_2,0.0758114,12.2884,0.9316
MOF_net-ptr_node1-N55_node2-orgN1_edge1-E2,descriptors_2,0.228537,3.64273,0.8325
MOF_net-ptr_node1-N55_node2-orgN1_edge1-E3,descriptors_2,0.195947,4.33943,0.8503
MOF_net-ptr_node1-N55_node2-orgN1_edge1-E5,descriptors_2,0.147478,6.02057,0.8879
MOF_net-ptr_node1-N55_node2-orgN1_edge1-E8,descriptors_2,0.109803,8.33038,0.9147
MOF_net-ptr_node1-N55_node2-orgN1_edge1-none,descriptors_2,0.431993,1.56484,0.676
MOF_net-ptr_node1-N55_node2-orgN20_edge1-E15,descriptors_2,0.0573495,16.5459,0.9489
MOF_net-ptr_node1-N55_node2-orgN20_edge1-E2,descriptors_2,0.146125,6.11464,0.8935
MOF_net-ptr_node1-N55_node2-orgN20_edge1-E3,descriptors_2,0.127415,7.10904,0.9058
MOF_net-ptr_node1-N55_node2-orgN20_edge1-E5,descriptors_2,0.101063,9.13988,0.9237
MOF_net-ptr_node1-N55_node2-orgN20_edge1-E7,descriptors_2,0.0909193,10.076,0.9161
MOF_net-ptr_node1-N55_node2-orgN20_edge1-E8,descriptors_2,0.0787001,11.9504,0.9405
MOF_net-ptr_node1-N55_node2-orgN20_edge1-none,descriptors_2,0.236049,3.54417,0.8366
MOF_net-ptr_node1-N55_node2-orgN21_edge1-E0,descriptors_2,0.100895,9.09358,0.9175
MOF_net-ptr_node1-N55_node2-orgN21_edge1-E10,descriptors_2,0.180308,4.87665,0.8793
MOF_net-ptr_node1-N55_node2-orgN21_edge1-E13,descriptors_2,0.0585362,16.3403,0.9565
MOF_net-ptr_node1-N55_node2-orgN21_edge1-E14,descriptors_2,0.0896035,10.4717,0.9383
MOF_net-ptr_node1-N55_node2-orgN21_edge1-E15,descriptors_2,0.0618275,15.3184,0.9471
MOF_net-ptr_node1-N55_node2-orgN21_edge1-E3,descriptors_2,0.14428,6.25104,0.9019
MOF_net-ptr_node1-N55_node2-orgN21_edge1-E8,descriptors_2,0.0856023,10.9775,0.9397
MOF_net-ptr_node1-N55_node2-orgN21_edge1-none,descriptors_2,0.28615,2.86877,0.8209
MOF_net-ptr_node1-N73_node2-orgN10_edge1-E1,descriptors_2,0.100058,9.08172,0.9087
MOF_net-ptr_node1-N73_node2-orgN10_edge1-E13,descriptors_2,0.0722891,13.1624,0.9515
MOF_net-ptr_node1-N73_node2-orgN10_edge1-E14,descriptors_2,0.11901,7.78925,0.927
MOF_net-ptr_node1-N73_node2-orgN10_edge1-E15,descriptors_2,0.0764258,12.2877,0.9391
MOF_net-ptr_node1-N73_node2-orgN10_edge1-E3,descriptors_2,0.21454,4.09573,0.8787
MOF_net-ptr_node1-N73_node2-orgN15_edge1-E14,descriptors_2,0.118492,7.84526,0.9296
MOF_net-ptr_node1-N73_node2-orgN15_edge1-E3,descriptors_2,0.213219,4.14316,0.8834
MOF_net-ptr_node1-N73_node2-orgN15_edge1-E8,descriptors_2,0.112524,8.30044,0.934
MOF_net-ptr_node1-N73_node2-orgN15_edge1-none,descriptors_2,0.532712,1.46946,0.7828
MOF_net-ptr_node1-N73_node2-orgN18_edge1-E0,descriptors_2,0.0984039,9.41527,0.9265
MOF_net-ptr_node1-N73_node2-orgN18_edge1-E10,descriptors_2,0.176251,5.04678,0.8895
MOF_net-ptr_node1-N73_node2-orgN18_edge1-E14,descriptors_2,0.088485,10.6685,0.944
MOF_net-ptr_node1-N73_node2-orgN18_edge1-E3,descriptors_2,0.145353,6.26198,0.9102
MOF_net-ptr_node1-N73_node2-orgN18_edge1-E5,descriptors_2,0.112121,8.27143,0.9274
MOF_net-ptr_node1-N73_node2-orgN18_edge1-none,descriptors_2,0.298757,2.81968,0.8424
MOF_net-ptr_node1-N73_node2-orgN19_edge1-E1,descriptors_2,0.0609148,15.479,0.9429
MOF_net-ptr_node1-N73_node2-orgN19_edge1-E10,descriptors_2,0.125573,7.30254,0.917
MOF_net-ptr_node1-N73_node2-orgN19_edge1-E13,descriptors_2,0.0462465,20.9162,0.9673
MOF_net-ptr_node1-N73_node2-orgN19_edge1-E14,descriptors_2,0.0683226,13.9822,0.9553
MOF_net-ptr_node1-N73_node2-orgN19_edge1-E2,descriptors_2,0.122746,7.50331,0.921
MOF_net-ptr_node1-N73_node2-orgN19_edge1-none,descriptors_2,0.191497,4.64237,0.889
MOF_net-ptr_node1-N73_node2-orgN1_edge1-E13,descriptors_2,0.0713424,13.3175,0.9501
MOF_net-ptr_node1-N73_node2-orgN1_edge1-E2,descriptors_2,0.224242,3.76067,0.8433
MOF_net-ptr_node1-N73_node2-orgN1_edge1-E3,descriptors_2,0.196068,4.38012,0.8588
MOF_net-ptr_node1-N73_node2-orgN1_edge1-E8,descriptors_2,0.108901,8.47004,0.9224
MOF_net-ptr_node1-N73_node2-orgN20_edge1-E0,descriptors_2,0.08798,10.5706,0.93
MOF_net-ptr_node1-N73_node2-orgN20_edge1-E1,descriptors_2,0.0686776,13.591,0.9334
MOF_net-ptr_node1-N73_node2-orgN20_edge1-E10,descriptors_2,0.146774,6.13392,0.9003
MOF_net-ptr_node1-N73_node2-orgN20_edge1-E14,descriptors_2,0.0809601,11.6749,0.9452
MOF_net-ptr_node1-N73_node2-orgN20_edge1-E2,descriptors_2,0.143705,6.27745,0.9021
MOF_net-ptr_node1-N73_node2-orgN20_edge1-E8,descriptors_2,0.0779522,12.1254,0.9452
MOF_net-ptr_node1-N73_node2-orgN21_edge1-E1,descriptors_2,0.0779905,11.8925,0.9275
MOF_net-ptr_node1-N73_node2-orgN21_edge1-E10,descriptors_2,0.180728,4.92675,0.8904
MOF_net-ptr_node1-N73_node2-orgN21_edge1-E13,descriptors_2,0.058399,16.4541,0.9609
MOF_net-ptr_node1-N73_node2-orgN21_edge1-E14,descriptors_2,0.0905006,10.4264,0.9436
MOF_net-ptr_node1-N73_node2-orgN21_edge1-E7,descriptors_2,0.102428,8.93313,0.915
MOF_net-ptr_node1-N73_node2-orgN21_edge1-E8,descriptors_2,0.0865861,10.9152,0.9451
MOF_net-ptr_node1-N74_node2-orgN10_edge1-E0,descriptors_2,0.144449,6.1939,0.8947
MOF_net-ptr_node1-N74_node2-orgN10_edge1-E13,descriptors_2,0.0766569,12.3824,0.9492
MOF_net-ptr_node1-N74_node2-orgN10_edge1-E14,descriptors_2,0.127551,7.2371,0.9231
MOF_net-ptr_node1-N74_node2-orgN10_edge1-E15,descriptors_2,0.0810186,11.5615,0.9367
MOF_net-ptr_node1-N74_node2-orgN10_edge1-E3,descriptors_2,0.233848,3.71737,0.8693
MOF_net-ptr_node1-N74_node2-orgN10_edge1-E7,descriptors_2,0.147353,5.98564,0.882
MOF_net-ptr_node1-N74_node2-orgN15_edge1-E1,descriptors_2,0.106069,8.52656,0.9044
MOF_net-ptr_node1-N74_node2-orgN15_edge1-E13,descriptors_2,0.0764481,12.4346,0.9506
MOF_net-ptr_node1-N74_node2-orgN15_edge1-E3,descriptors_2,0.232721,3.74312,0.8711
MOF_net-ptr_node1-N74_node2-orgN15_edge1-E7,descriptors_2,0.147111,6.02199,0.8859
MOF_net-ptr_node1-N74_node2-orgN18_edge1-E0,descriptors_2,0.105295,8.72978,0.9192
MOF_net-ptr_node1-N74_node2-orgN18_edge1-E1,descriptors_2,0.0810808,11.3985,0.9242
MOF_net-ptr_node1-N74_node2-orgN18_edge1-E15,descriptors_2,0.0637091,14.9099,0.9499
MOF_net-ptr_node1-N74_node2-orgN18_edge1-E2,descriptors_2,0.186041,4.74412,0.8826
MOF_net-ptr_node1-N74_node2-orgN18_edge1-E3,descriptors_2,0.157484,5.72883,0.9022
MOF_net-ptr_node1-N74_node2-orgN18_edge1-E5,descriptors_2,0.12056,7.63603,0.9206
MOF_net-ptr_node1-N74_node2-orgN18_edge1-E8,descriptors_2,0.0905419,10.3786,0.9397
MOF_net-ptr_node1-N74_node2-orgN18_edge1-none,descriptors_2,0.331471,2.48739,0.8245
MOF_net-ptr_node1-N74_node2-orgN19_edge1-E0,descriptors_2,0.07991,11.7157,0.9362
MOF_net-ptr_node1-N74_node2-orgN19_edge1-E10,descriptors_2,0.134177,6.81487,0.9144
MOF_net-ptr_node1-N74_node2-orgN19_edge1-E15,descriptors_2,0.0509802,18.7524,0.956
MOF_net-ptr_node1-N74_node2-orgN19_edge1-E3,descriptors_2,0.112381,8.25942,0.9282
MOF_net-ptr_node1-N74_node2-orgN19_edge1-E7,descriptors_2,0.0813059,11.437,0.9299
MOF_net-ptr_node1-N74_node2-orgN19_edge1-none,descriptors_2,0.20779,4.22928,0.8788
MOF_net-ptr_node1-N74_node2-orgN1_edge1-E1,descriptors_2,0.0980964,9.28372,0.9107
MOF_net-ptr_node1-N74_node2-orgN1_edge1-E10,descriptors_2,0.250245,3.31396,0.8293
MOF_net-ptr_node1-N74_node2-orgN1_edge1-E14,descriptors_2,0.12218,7.47997,0.9139
MOF_net-ptr_node1-N74_node2-orgN1_edge1-E2,descriptors_2,0.243961,3.41325,0.8327
MOF_net-ptr_node1-N74_node2-orgN1_edge1-E5,descriptors_2,0.158039,5.61445,0.8873
MOF_net-ptr_node1-N74_node2-orgN1_edge1-none,descriptors_2,0.488194,1.39125,0.6792
MOF_net-ptr_node1-N74_node2-orgN20_edge1-E1,descriptors_2,0.0725811,12.827,0.931
MOF_net-ptr_node1-N74_node2-orgN20_edge1-E13,descriptors_2,0.0571935,16.7484,0.9579
MOF_net-ptr_node1-N74_node2-orgN20_edge1-E15,descriptors_2,0.0593998,16.0051,0.9507
MOF_net-ptr_node1-N74_node2-orgN20_edge1-E7,descriptors_2,0.094752,9.66629,0.9159
MOF_net-ptr_node1-N74_node2-orgN21_edge1-E0,descriptors_2,0.107831,8.53742,0.9206
MOF_net-ptr_node1-N74_node2-orgN21_edge1-E1,descriptors_2,0.0828496,11.1431,0.9232
MOF_net-ptr_node1-N74_node2-orgN21_edge1-E3,descriptors_2,0.161798,5.58226,0.9032
MOF_net-ptr_node1-N74_node2-orgN21_edge1-E5,descriptors_2,0.123624,7.45649,0.9218
MOF_net-ptr_node1-N74_node2-orgN21_edge1-E8,descriptors_2,0.0927208,10.1444,0.9406
MOF_net-ptr_node1-N78_node2-orgN10_edge1-E14,descriptors_2,0.124163,7.40718,0.9197
MOF_net-ptr_node1-N78_node2-orgN10_edge1-E15,descriptors_2,0.0803573,11.6256,0.9342
MOF_net-ptr_node1-N78_node2-orgN10_edge1-E3,descriptors_2,0.221737,3.91184,0.8674
MOF_net-ptr_node1-N78_node2-orgN15_edge1-E14,descriptors_2,0.123402,7.48771,0.924
MOF_net-ptr_node1-N78_node2-orgN15_edge1-E15,descriptors_2,0.080012,11.6957,0.9358
MOF_net-ptr_node1-N78_node2-orgN15_edge1-E2,descriptors_2,0.277274,3.04501,0.8443
MOF_net-ptr_node1-N78_node2-orgN15_edge1-E3,descriptors_2,0.219867,3.96466,0.8717
MOF_net-ptr_node1-N78_node2-orgN15_edge1-E5,descriptors_2,0.162818,5.51599,0.8981
MOF_net-ptr_node1-N78_node2-orgN15_edge1-E7,descriptors_2,0.144762,6.09274,0.882
MOF_net-ptr_node1-N78_node2-orgN18_edge1-E0,descriptors_2,0.103271,8.87954,0.917
MOF_net-ptr_node1-N78_node2-orgN18_edge1-E13,descriptors_2,0.0597171,16.0306,0.9573
MOF_net-ptr_node1-N78_node2-orgN18_edge1-E14,descriptors_2,0.092198,10.1814,0.9387
MOF_net-ptr_node1-N78_node2-orgN18_edge1-E15,descriptors_2,0.0629073,15.0221,0.945
MOF_net-ptr_node1-N78_node2-orgN18_edge1-E2,descriptors_2,0.181017,4.8697,0.8815
MOF_net-ptr_node1-N78_node2-orgN18_edge1-E3,descriptors_2,0.150722,5.97788,0.901
MOF_net-ptr_node1-N78_node2-orgN18_edge1-E5,descriptors_2,0.116844,7.88147,0.9209
MOF_net-ptr_node1-N78_node2-orgN18_edge1-E8,descriptors_2,0.0881196,10.6582,0.9392
MOF_net-ptr_node1-N78_node2-orgN18_edge1-none,descriptors_2,0.307611,2.67058,0.8215
MOF_net-ptr_node1-N78_node2-orgN19_edge1-E1,descriptors_2,0.0648072,14.4274,0.935
MOF_net-ptr_node1-N78_node2-orgN19_edge1-E15,descriptors_2,0.0509876,18.7183,0.9544
MOF_net-ptr_node1-N78_node2-orgN19_edge1-E3,descriptors_2,0.109328,8.46169,0.9251
MOF_net-ptr_node1-N78_node2-orgN19_edge1-E5,descriptors_2,0.0880071,10.6514,0.9374
MOF_net-ptr_node1-N78_node2-orgN19_edge1-E7,descriptors_2,0.0809834,11.4628,0.9283
MOF_net-ptr_node1-N78_node2-orgN19_edge1-none,descriptors_2,0.197065,4.45031,0.877
MOF_net-ptr_node1-N78_node2-orgN1_edge1-E0,descriptors_2,0.131954,6.74249,0.8897
MOF_net-ptr_node1-N78_node2-orgN1_edge1-E10,descriptors_2,0.245433,3.35815,0.8242
MOF_net-ptr_node1-N78_node2-orgN1_edge1-E13,descriptors_2,0.0749637,12.5767,0.9428
MOF_net-ptr_node1-N78_node2-orgN1_edge1-E14,descriptors_2,0.119761,7.61013,0.9114
MOF_net-ptr_node1-N78_node2-orgN1_edge1-E5,descriptors_2,0.154426,5.72507,0.8841
MOF_net-ptr_node1-N78_node2-orgN1_edge1-E7,descriptors_2,0.133778,6.60272,0.8833
MOF_net-ptr_node1-N78_node2-orgN1_edge1-E8,descriptors_2,0.114536,7.97917,0.9139
MOF_net-ptr_node1-N78_node2-orgN1_edge1-none,descriptors_2,0.465812,1.45209,0.6764
MOF_net-ptr_node1-N78_node2-orgN20_edge1-E1,descriptors_2,0.0727578,12.7615,0.9285
MOF_net-ptr_node1-N78_node2-orgN20_edge1-E13,descriptors_2,0.0567464,16.8733,0.9575
MOF_net-ptr_node1-N78_node2-orgN20_edge1-E15,descriptors_2,0.0590718,16.0584,0.9486
MOF_net-ptr_node1-N78_node2-orgN20_edge1-E2,descriptors_2,0.152213,5.85495,0.8912
MOF_net-ptr_node1-N78_node2-orgN20_edge1-E7,descriptors_2,0.0940035,9.75495,0.917
MOF_net-ptr_node1-N78_node2-orgN21_edge1-E1,descriptors_2,0.0826122,11.1715,0.9229
MOF_net-ptr_node1-N78_node2-orgN21_edge1-E10,descriptors_2,0.19058,4.61067,0.8787
MOF_net-ptr_node1-N78_node2-orgN21_edge1-E14,descriptors_2,0.0942606,9.95219,0.9381
MOF_net-ptr_node1-N78_node2-orgN21_edge1-E15,descriptors_2,0.064174,14.7474,0.9464
MOF_net-ptr_node1-N78_node2-orgN21_edge1-E5,descriptors_2,0.119592,7.71455,0.9226
MOF_net-ptr_node1-N78_node2-orgN21_edge1-E8,descriptors_2,0.0900832,10.4337,0.9399
MOF_net-ptr_node1-N79_node2-orgN10_edge1-E0,descriptors_2,0.102651,8.78804,0.9021
MOF_net-ptr_node1-N79_node2-orgN10_edge1-E2,descriptors_2,0.175598,4.83434,0.8489
MOF_net-ptr_node1-N79_node2-orgN10_edge1-E3,descriptors_2,0.150628,5.72203,0.8619
MOF_net-ptr_node1-N79_node2-orgN10_edge1-E5,descriptors_2,0.116916,7.65931,0.8955
MOF_net-ptr_node1-N79_node2-orgN10_edge1-E7,descriptors_2,0.104335,8.58009,0.8952
MOF_net-ptr_node1-N79_node2-orgN10_edge1-E8,descriptors_2,0.0890927,10.3364,0.9209
MOF_net-ptr_node1-N79_node2-orgN15_edge1-E14,descriptors_2,0.0924828,9.94238,0.9195
MOF_net-ptr_node1-N79_node2-orgN15_edge1-E15,descriptors_2,0.0632544,14.8179,0.9373
MOF_net-ptr_node1-N79_node2-orgN15_edge1-E2,descriptors_2,0.174911,4.86418,0.8508
MOF_net-ptr_node1-N79_node2-orgN15_edge1-E5,descriptors_2,0.116338,7.68965,0.8946
MOF_net-ptr_node1-N79_node2-orgN18_edge1-E15,descriptors_2,0.0507944,18.6418,0.9469
MOF_net-ptr_node1-N79_node2-orgN18_edge1-E8,descriptors_2,0.0687022,13.6298,0.9364
MOF_net-ptr_node1-N79_node2-orgN19_edge1-E0,descriptors_2,0.0627015,14.9486,0.9373
MOF_net-ptr_node1-N79_node2-orgN19_edge1-E10,descriptors_2,0.0965326,9.48903,0.916
MOF_net-ptr_node1-N79_node2-orgN19_edge1-E13,descriptors_2,0.0409164,23.4893,0.9611
MOF_net-ptr_node1-N79_node2-orgN19_edge1-E8,descriptors_2,0.0558055,17.0127,0.9494
MOF_net-ptr_node1-N79_node2-orgN1_edge1-E15,descriptors_2,0.0609444,15.3993,0.9385
MOF_net-ptr_node1-N79_node2-orgN1_edge1-E3,descriptors_2,0.138115,6.3382,0.8754
MOF_net-ptr_node1-N79_node2-orgN1_edge1-E5,descriptors_2,0.10866,8.29745,0.9016
MOF_net-ptr_node1-N79_node2-orgN1_edge1-none,descriptors_2,0.257532,2.94138,0.7575
MOF_net-ptr_node1-N79_node2-orgN20_edge1-E0,descriptors_2,0.0704586,13.2134,0.931
MOF_net-ptr_node1-N79_node2-orgN20_edge1-E1,descriptors_2,0.0568458,16.5184,0.939
MOF_net-ptr_node1-N79_node2-orgN20_edge1-E13,descriptors_2,0.0460548,20.8122,0.9585
MOF_net-ptr_node1-N79_node2-orgN20_edge1-E5,descriptors_2,0.0788157,11.773,0.9279
MOF_net-ptr_node1-N79_node2-orgN20_edge1-E8,descriptors_2,0.0635081,14.8123,0.9407
MOF_net-ptr_node1-N79_node2-orgN20_edge1-none,descriptors_2,0.161272,5.32702,0.8591
MOF_net-ptr_node1-N79_node2-orgN21_edge1-E10,descriptors_2,0.128707,6.89397,0.8873
MOF_net-ptr_node1-N79_node2-orgN21_edge1-E14,descriptors_2,0.0725408,12.9086,0.9364
MOF_net-ptr_node1-N79_node2-orgN21_edge1-E2,descriptors_2,0.126051,7.08601,0.8932
MOF_net-ptr_node1-N79_node2-orgN21_edge1-E3,descriptors_2,0.110535,8.13771,0.8995
MOF_net-ptr_node1-N79_node2-orgN21_edge1-E8,descriptors_2,0.0698914,13.4094,0.9372
MOF_net-pts-e_node1-N0_edge1-E0,descriptors_2,0.180734,4.86239,0.8788
MOF_net-pts-e_node1-N0_edge1-E10,descriptors_2,0.3285,2.49863,0.8208
MOF_net-pts-e_node1-N0_edge1-E6,descriptors_2,0.193896,4.61948,0.8957
MOF_net-pts-e_node1-N0_edge1-E7,descriptors_2,0.18436,4.69353,0.8653
MOF_net-pts-e_node1-N0_edge1-E8,descriptors_2,0.154062,5.89308,0.9079
MOF_net-pts-e_node1-N0_edge1-none,descriptors_2,0.556372,1.32933,0.7396
MOF_net-pts-e_node1-N85_edge1-E14,descriptors_2,0.178292,5.02714,0.8963
MOF_net-pts-e_node1-N85_edge1-E2,descriptors_2,0.360523,2.20402,0.7946
