cif_name,Di,Df,Dif,rho_x,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,rho_y
MOF_net-ilc_node1-N65_edge1-E1,7.43903,3.96303,7.41741,0.988216,1349.23,1365.32,0.328,0.331911242,0.328,0.0,0.331911,0.0,3842.09,0.0,
MOF_net-ilc_node1-N65_edge1-E4,5.60469,4.07287,5.60469,1.2893,925.551,717.872,0.2538,0.196851004,0.2375,0.0163,0.184209,0.0126425,1573.68,108.004,
MOF_net-ilc_node1-N77_edge1-E0,7.29889,5.33514,7.23756,0.820108,1534.85,1871.52,0.407,0.4962761,0.407,0.0,0.496276,0.0,3151.23,0.0,
MOF_net-ilc_node1-N77_edge1-E4,7.7065,4.80804,7.7065,0.815003,1719.88,2110.28,0.4325,0.530672893,0.4325,0.0,0.530673,0.0,3750.68,0.0,
MOF_net-ilc_node1-N77_edge1-none,2.53311,0.26808,2.5327,2.61471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-ilc_node1-N84_edge1-E7,7.34587,4.2182,7.34587,0.888078,1263.42,1422.64,0.3242,0.365058024,0.3242,0.0,0.365058,0.0,2846.62,0.0,
MOF_net-ilc_node1-N84_edge1-none,3.28375,2.42883,3.28375,2.87597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-irl_node1-N4_edge1-none,5.00886,3.43044,5.00839,1.42026,0.0,0.0,0.0962,0.067734077,0.0,0.0962,0.0,0.0677343,0.0,563.555,
MOF_net-kag_node1-N12_edge1-none,8.52559,7.43835,8.52559,1.23746,1461.04,1180.68,0.496,0.400821037,0.496,0.0,0.400822,0.0,1489.79,0.0,
MOF_net-kag_node1-N16_edge1-none,8.82245,7.68263,8.82245,1.09078,1476.73,1353.82,0.4993,0.457745833,0.4993,0.0,0.457744,0.0,1591.8,0.0,
MOF_net-kag_node1-N36_edge1-none,8.69046,7.584,8.57538,1.19178,1434.35,1203.54,0.4894,0.41064626,0.4894,0.0,0.410647,0.0,1494.88,0.0,
MOF_net-kag_node1-N43_edge1-none,4.28162,2.92546,3.94127,2.27257,0.0,0.0,0.0239,0.010516728,0.0,0.0239,0.0,0.0105167,0.0,57.1668,
MOF_net-kag_node1-N44_edge1-none,4.5439,3.85438,4.29682,2.09917,196.629,93.67,0.0934,0.044493776,0.0575,0.0359,0.0273918,0.017102,148.896,92.963,
MOF_net-kag_node1-N58_edge1-none,8.85222,7.52583,8.48291,1.14645,1495.58,1304.53,0.4935,0.430459244,0.4935,0.0,0.430461,0.0,1559.27,0.0,
MOF_net-kag_node1-N69_edge1-none,8.28674,7.23386,8.2186,1.24547,1479.01,1187.51,0.4773,0.383228821,0.4773,0.0,0.38323,0.0,1415.12,0.0,
MOF_net-kag_node1-N70_edge1-none,8.30631,7.25029,8.27213,1.21834,1507.38,1237.24,0.4823,0.395866507,0.4823,0.0,0.395866,0.0,1447.68,0.0,
MOF_net-lcs-e_node1-N19_edge1-none,5.86036,2.41807,5.85076,1.77447,0.0,0.0,0.0957,0.053931596,0.0,0.0957,0.0,0.0539315,0.0,1843.56,
MOF_net-lcs-e_node1-N49_edge1-none,6.21164,2.86333,6.20979,1.4859,0.0,0.0,0.1263,0.084998991,0.0,0.1263,0.0,0.0849989,0.0,2282.93,
MOF_net-lcx_node1-N63_edge1-none,8.36303,3.96079,8.34504,1.20354,1090.64,906.195,0.2754,0.228824966,0.2754,0.0,0.228826,0.0,1553.79,0.0,
MOF_net-lcy-e_node1-N19_edge1-none,4.3606,2.86225,4.3606,1.7586,0.0,0.0,0.0266,0.015125668,0.0,0.0266,0.0,0.0151257,0.0,129.261,
MOF_net-lcy_node1-N6_edge1-none,5.65493,3.98003,5.57169,1.30429,934.867,716.761,0.2994,0.229550177,0.2994,0.0,0.229549,0.0,715.043,0.0,
MOF_net-lhb_node1-N5_edge1-E10,7.77358,4.70305,7.13237,0.994555,1483.87,1491.99,0.3667,0.368707613,0.3667,0.0,0.368708,0.0,5621.37,0.0,
MOF_net-lhb_node1-N5_edge1-E2,7.25569,4.58979,7.25569,0.96714,1717.72,1776.08,0.4013,0.414934756,0.4013,0.0,0.414935,0.0,6282.15,0.0,
MOF_net-lhb_node1-N5_edge1-E3,8.45172,4.6729,8.20857,0.792569,2018.98,2547.38,0.4842,0.610924727,0.4842,0.0,0.610925,0.0,7364.54,0.0,
MOF_net-lhb_node1-N63_edge1-none,3.62309,3.21403,3.61509,1.27112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-lhb_node1-N76_edge1-none,2.94908,1.94926,2.90471,1.75296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-lhb_node1-N77_edge1-E10,6.40581,4.58798,5.36632,1.12285,71.6574,63.8174,0.2641,0.235205059,0.016,0.2481,0.0142495,0.220956,198.802,3082.67,
MOF_net-lhb_node1-N80_edge1-E2,7.18968,4.63819,6.69131,1.19689,1428.26,1193.31,0.3677,0.30721286,0.3677,0.0,0.307212,0.0,4799.77,0.0,
MOF_net-lon_node1-N42_edge1-none,5.04004,2.65629,4.73052,1.60172,0.0,0.0,0.105,0.065554529,0.0,0.105,0.0,0.0655547,0.0,202.961,
MOF_net-lon_node1-N4_edge1-none,4.73415,2.07834,4.71361,1.54071,0.0,0.0,0.0834,0.054130888,0.0,0.0834,0.0,0.0541308,0.0,225.187,
MOF_net-mdf_node1-N10_edge1-none,3.98213,2.30155,3.98213,1.74282,0.0,0.0,0.0418,0.023984118,0.0,0.0418,0.0,0.0239841,0.0,71.5749,
MOF_net-mdf_node1-N18_edge1-none,3.58065,2.89404,2.96559,2.6295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-mdf_node1-N42_edge1-E2,6.03259,3.59278,5.0719,1.36109,0.0,0.0,0.1437,0.105577148,0.0,0.1437,0.0,0.105577,0.0,1030.07,
MOF_net-mdf_node1-N74_edge1-none,3.63896,3.34706,3.38038,3.15522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-mer_node1-N4_edge1-none,10.26976,5.16939,7.4752,1.17759,1016.98,863.607,0.2537,0.215440009,0.2477,0.006,0.210344,0.00509514,7000.33,169.568,
MOF_net-mok_node1-N18_edge1-none,3.53807,2.96237,3.53807,1.92758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-msp_node1-N18_edge1-none,3.3358,1.89286,3.3358,2.2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-msp_node1-N29_edge1-none,3.37045,1.5378,3.36802,2.16272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-msp_node1-N4_edge1-E10,5.23065,2.15811,4.84511,1.35593,0.0,0.0,0.0653,0.048158828,0.0,0.0653,0.0,0.0481589,0.0,574.902,
MOF_net-msp_node1-N4_edge1-E2,4.91341,2.92453,4.86011,1.31696,0.0,0.0,0.0399,0.030297048,0.0,0.0399,0.0,0.0302972,0.0,360.069,
MOF_net-msp_node1-N4_edge1-E3,5.32043,2.95361,5.21991,1.18556,0.0,0.0,0.0844,0.071189986,0.0,0.0844,0.0,0.0711902,0.0,736.242,
MOF_net-msp_node1-N4_edge1-E5,7.15635,4.27805,7.15625,0.789464,1603.29,2030.86,0.3613,0.457652281,0.3613,0.0,0.457652,0.0,5341.68,0.0,
MOF_net-msp_node1-N57_edge1-none,3.06782,1.47819,3.04933,2.40894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-msp_node1-N73_edge1-none,6.89605,6.59917,6.85729,1.60625,1311.31,816.378,0.39,0.242801556,0.39,0.0,0.242802,0.0,1292.95,0.0,
MOF_net-nfa_node1-N57_edge1-none,5.4737,3.70686,5.4737,2.18425,0.0,0.0,0.1445,0.066155431,0.0,0.1445,0.0,0.0661553,0.0,808.916,
MOF_net-nia_node1-N16_node2-N52_edge1-none,6.30733,3.04739,6.30733,1.55004,0.0,0.0,0.3099,0.199930324,0.0,0.3099,0.0,0.19993,0.0,769.087,
MOF_net-nia_node1-N33_node2-N52_edge1-none,5.80452,4.90513,5.80452,1.57867,964.481,610.943,0.2836,0.179644891,0.2836,0.0,0.179644,0.0,704.243,0.0,
MOF_net-nia_node1-N36_node2-N52_edge1-none,5.58461,3.2674,5.58461,1.62531,0.0,0.0,0.2765,0.170121392,0.0,0.2765,0.0,0.170121,0.0,672.883,
MOF_net-nia_node1-N45_node2-N52_edge1-none,4.78243,2.86949,4.74804,2.43968,0.0,0.0,0.1469,0.060212815,0.0,0.1469,0.0,0.0602127,0.0,310.904,
MOF_net-nia_node1-N58_node2-N52_edge1-none,6.49653,2.8746,6.48348,1.59535,0.0,0.0,0.309,0.193687905,0.0,0.309,0.0,0.193688,0.0,763.776,
MOF_net-ocu_node1-N13_node2-N76_edge1-none,5.79789,2.34188,5.79781,2.06539,0.0,0.0,0.091,0.044059475,0.0,0.091,0.0,0.0440594,0.0,566.716,
MOF_net-ocu_node1-N20_node2-N31_edge1-none,7.06789,2.92742,7.0611,2.00694,0.0,0.0,0.1744,0.086898462,0.0,0.1744,0.0,0.0868986,0.0,1261.13,
MOF_net-ocu_node1-N20_node2-N76_edge1-none,6.17552,2.55276,6.16449,1.99323,0.0,0.0,0.1181,0.059250563,0.0,0.1181,0.0,0.0592505,0.0,756.484,
MOF_net-ocu_node1-N20_node2-N9_edge1-none,5.66016,2.36065,5.66006,1.94387,0.0,0.0,0.133,0.068420213,0.0,0.133,0.0,0.0684201,0.0,1015.1,
MOF_net-ocu_node1-N28_node2-N31_edge1-none,6.64049,3.57299,6.01855,1.40875,0.0,0.0,0.239,0.169653949,0.0,0.239,0.0,0.169654,0.0,2194.16,
MOF_net-ocu_node1-N28_node2-N76_edge1-none,6.96998,3.19654,6.96989,1.37079,0.0,0.0,0.1805,0.131675895,0.0,0.1805,0.0,0.131676,0.0,1473.2,
MOF_net-ocu_node1-N28_node2-N80_edge1-none,6.14574,3.09349,6.14574,1.49808,0.0,0.0,0.1305,0.087111503,0.0,0.1305,0.0,0.0871115,0.0,1090.78,
MOF_net-ocu_node1-N43_node2-N76_edge1-E10,7.11836,4.17514,6.82784,1.10906,1038.1,936.014,0.2523,0.227489946,0.2151,0.0372,0.193948,0.0335419,5893.18,1019.18,
MOF_net-ocu_node1-N43_node2-N76_edge1-E2,7.28762,4.70486,7.22691,1.07965,1309.16,1212.57,0.2644,0.244894179,0.2644,0.0,0.244894,0.0,7402.23,0.0,
MOF_net-ocu_node1-N46_node2-N80_edge1-E10,8.48832,4.5783,8.48832,0.992554,1689.5,1702.17,0.351,0.353633152,0.351,0.0,0.353633,0.0,11232.6,0.0,
MOF_net-ocu_node1-N47_node2-N76_edge1-none,3.82011,1.37563,3.81025,2.37858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-ocu_node1-N48_node2-N9_edge1-E10,8.14711,4.49525,7.97681,0.996021,1553.06,1559.26,0.3104,0.311640016,0.3104,0.0,0.31164,0.0,10070.2,0.0,
MOF_net-ocu_node1-N53_node2-N31_edge1-none,8.16718,3.06806,7.81065,1.58618,0.0,0.0,0.2602,0.164041912,0.0,0.2602,0.0,0.164042,0.0,1973.03,
MOF_net-ocu_node1-N53_node2-N76_edge1-none,7.74884,3.02815,7.71282,1.5123,0.0,0.0,0.2455,0.162335515,0.0,0.2455,0.0,0.162336,0.0,1669.21,
MOF_net-ocu_node1-N53_node2-N80_edge1-none,9.67999,2.92555,9.67999,1.50657,0.0,0.0,0.3126,0.207491189,0.0,0.3126,0.0,0.207491,0.0,2410.23,
MOF_net-ocu_node1-N6_node2-N5_edge1-E10,13.98035,4.79176,13.37867,0.873687,1702.05,1948.12,0.4552,0.521010385,0.4552,0.0,0.52101,0.0,12030.6,0.0,
MOF_net-ocu_node1-N6_node2-N5_edge1-none,8.1759,2.38482,8.1759,1.49901,0.0,0.0,0.182,0.121413466,0.0,0.182,0.0,0.121414,0.0,1485.89,
MOF_net-ocu_node1-N81_node2-N31_edge1-none,8.03342,3.22395,8.03342,1.77266,0.0,0.0,0.1732,0.097706272,0.0,0.1732,0.0,0.0977062,0.0,1365.68,
MOF_net-ocu_node1-N81_node2-N76_edge1-none,7.75024,2.48956,7.75024,1.74215,0.0,0.0,0.1551,0.089027925,0.0,0.1551,0.0,0.0890282,0.0,1089.02,
MOF_net-oof_node1-N5_edge1-E10,6.83045,3.91437,6.83045,1.16264,1108.35,953.305,0.3113,0.267752701,0.2972,0.0141,0.255625,0.0121275,1948.65,92.4492,
MOF_net-oof_node1-N5_edge1-none,2.81182,1.45631,2.81182,2.16592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-oof_node1-N76_edge1-none,3.68154,1.94814,2.77871,1.75447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-oof_node1-N80_edge1-none,5.17368,2.55946,5.17368,1.85768,0.0,0.0,0.0878,0.047263253,0.0,0.0878,0.0,0.0472632,0.0,200.742,
MOF_net-pcl_node1-N4_edge1-none,4.93369,3.68279,4.93369,1.27549,0.0,0.0,0.0605,0.047432751,0.0,0.0605,0.0,0.0474328,0.0,789.289,
MOF_net-pcu_node1-N15_edge1-none,3.57542,2.64291,3.56691,1.73984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pcu_node1-N17_edge1-none,3.684,2.74425,3.63871,1.58707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pcu_node1-N20_edge1-E10,6.40023,4.11327,6.40023,1.2406,1442.38,1162.65,0.4286,0.345477995,0.4286,0.0,0.345478,0.0,568.16,0.0,
MOF_net-pcu_node1-N21_edge1-none,3.37608,2.56401,3.37608,1.75863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pcu_node1-N28_edge1-none,3.92556,3.21969,3.90784,1.25765,0.0,0.0,0.0757,0.060191627,0.0,0.0757,0.0,0.0601915,0.0,46.2774,
MOF_net-pcu_node1-N30_edge1-none,3.60853,2.75248,3.60853,1.70955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pcu_node1-N33_edge1-none,3.70834,2.16252,3.59319,1.71946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pcu_node1-N43_edge1-E10,5.38195,3.78284,5.36312,1.25998,643.943,511.074,0.2571,0.204050858,0.2397,0.0174,0.190241,0.0138097,473.742,34.3892,
MOF_net-pcu_node1-N45_edge1-none,1.86392,1.11918,1.81234,3.16141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pcu_node1-N46_edge1-none,3.31295,1.61817,2.2271,2.92829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pcu_node1-N47_edge1-E10,5.27257,3.79543,5.27134,1.23981,564.64,455.425,0.3125,0.25205475,0.1809,0.1316,0.145909,0.106145,360.785,262.461,
MOF_net-pcu_node1-N47_edge1-none,1.89371,1.17295,1.84381,3.07392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pcu_node1-N48_edge1-E2,6.16237,4.00744,5.33164,1.16112,1069.83,921.38,0.3252,0.280074411,0.3252,0.0,0.280075,0.0,689.746,0.0,
MOF_net-pcu_node1-N58_edge1-none,3.72547,2.14555,3.63099,1.73912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pcu_node1-N69_edge1-none,3.73548,2.95868,3.69385,1.71767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pcu_node1-N70_edge1-none,3.76723,2.99272,3.76723,1.68662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pem_node1-N18_edge1-none,5.44493,2.75934,5.44382,2.38727,0.0,0.0,0.0773,0.032380083,0.0,0.0773,0.0,0.03238,0.0,505.684,
MOF_net-pem_node1-N78_edge1-none,5.63586,3.55713,5.63586,2.24211,0.0,0.0,0.1908,0.085098412,0.0,0.1908,0.0,0.0850984,0.0,1387.39,
MOF_net-pry_node1-N19_node2-orgN23_edge1-none,6.46524,4.29418,6.43473,0.980047,1459.77,1489.49,0.378,0.385695788,0.378,0.0,0.385696,0.0,1873.34,0.0,
MOF_net-pry_node1-N19_node2-orgN5_edge1-none,5.54171,3.99128,5.48477,1.04786,1258.85,1201.35,0.3785,0.361212376,0.3785,0.0,0.361211,0.0,1518.95,0.0,
MOF_net-pry_node1-N19_node2-orgN8_edge1-none,4.2425,2.48488,4.1866,1.69995,0.0,0.0,0.0141,0.008294362,0.0,0.0141,0.0,0.00829437,0.0,34.2176,
MOF_net-pry_node1-N39_node2-orgN11_edge1-none,6.69247,4.79869,6.69247,0.832182,2037.89,2448.85,0.5199,0.624743145,0.5199,0.0,0.624743,0.0,2631.92,0.0,
MOF_net-pry_node1-N39_node2-orgN3_edge1-none,6.77022,4.86731,6.77022,0.813328,2050.11,2520.64,0.5254,0.645987843,0.5254,0.0,0.645988,0.0,2704.29,0.0,
MOF_net-pry_node1-N39_node2-orgN5_edge1-none,6.77118,5.14889,6.77118,0.801664,2160.2,2694.64,0.5339,0.665989741,0.5339,0.0,0.66599,0.0,2796.94,0.0,
MOF_net-pry_node1-N39_node2-orgN9_edge1-none,5.39352,3.96958,5.38617,1.0184,1136.79,1116.25,0.3301,0.324135899,0.3301,0.0,0.324136,0.0,1244.89,0.0,
MOF_net-pry_node1-N49_node2-orgN5_edge1-none,5.46233,3.96224,5.40465,0.928768,1229.71,1324.02,0.3722,0.400745934,0.3605,0.0117,0.388149,0.0125973,1395.29,45.2842,
MOF_net-pry_node1-N52_node2-orgN8_edge1-none,3.62332,2.67196,3.57267,1.99564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-pry_node1-N81_node2-orgN8_edge1-none,4.45258,2.91644,4.45258,1.59807,0.0,0.0,0.036,0.022527173,0.0,0.036,0.0,0.0225272,0.0,109.803,
MOF_net-pth_node1-N42_node2-N54_edge1-none,6.13674,4.6655,6.13674,1.24041,997.851,804.452,0.3015,0.243064793,0.3015,0.0,0.243065,0.0,806.99,0.0,
MOF_net-pto_node1-N57_node2-orgN8_edge1-none,7.02879,2.09782,4.70344,1.55473,0.0,0.0,0.2669,0.171669679,0.0,0.2669,0.0,0.17167,0.0,743.962,
MOF_net-pyr-e_node1-N61_edge1-none,6.99411,2.1062,6.97883,1.6636,0.0,0.0,0.2272,0.136571291,0.0,0.2272,0.0,0.136571,0.0,2258.31,
MOF_net-pyr_node1-N12_node2-orgN9_edge1-none,8.29595,5.05457,8.27482,1.06623,1765.09,1655.45,0.4863,0.456092963,0.4863,0.0,0.456092,0.0,2715.25,0.0,
MOF_net-pyr_node1-N13_node2-orgN8_edge1-none,6.52802,2.65647,6.52802,1.96196,0.0,0.0,0.1409,0.071815939,0.0,0.1409,0.0,0.0718159,0.0,372.68,
MOF_net-pyr_node1-N14_node2-orgN5_edge1-none,9.89456,6.07884,9.64659,0.893748,1928.35,2157.6,0.524,0.586295018,0.524,0.0,0.586295,0.0,3654.11,0.0,
MOF_net-pyr_node1-N14_node2-orgN8_edge1-none,7.11679,4.54694,7.11679,1.3019,1255.78,964.572,0.3281,0.252016284,0.3281,0.0,0.252015,0.0,1550.6,0.0,
MOF_net-pyr_node1-N14_node2-orgN9_edge1-none,7.55304,4.97365,7.54358,1.07565,1690.9,1571.98,0.4466,0.415190815,0.4466,0.0,0.41519,0.0,2438.63,0.0,
MOF_net-pyr_node1-N15_node2-orgN8_edge1-none,7.9918,4.45048,7.9825,1.23048,1323.65,1075.72,0.3796,0.308497497,0.3796,0.0,0.308498,0.0,1863.03,0.0,
MOF_net-pyr_node1-N15_node2-orgN9_edge1-none,8.36354,5.20344,8.36354,1.00827,1802.04,1787.25,0.495,0.490939927,0.495,0.0,0.490939,0.0,2827.68,0.0,
MOF_net-pyr_node1-N17_node2-orgN11_edge1-none,10.8105,5.88593,10.6388,0.804511,2085.9,2592.75,0.5833,0.725036699,0.5833,0.0,0.725036,0.0,4335.52,0.0,
MOF_net-pyr_node1-N17_node2-orgN8_edge1-none,8.09244,4.62169,7.86281,1.15878,1383.91,1194.28,0.3896,0.336215675,0.3896,0.0,0.336215,0.0,1979.25,0.0,
MOF_net-pyr_node1-N30_node2-orgN22_edge1-none,9.94061,6.17224,9.94061,0.859229,2075.49,2415.53,0.5618,0.653841991,0.5618,0.0,0.653842,0.0,3973.61,0.0,
MOF_net-pyr_node1-N36_node2-orgN9_edge1-none,8.25267,5.16735,8.24925,1.03648,1793.96,1730.81,0.4901,0.472850417,0.4901,0.0,0.472848,0.0,2766.76,0.0,
MOF_net-pyr_node1-N39_node2-orgN11_edge1-none,6.69247,4.79869,6.69247,0.832182,2037.89,2448.85,0.5199,0.624743145,0.5199,0.0,0.624743,0.0,2631.92,0.0,
MOF_net-pyr_node1-N39_node2-orgN3_edge1-none,6.77022,4.86731,6.77022,0.813328,2050.11,2520.64,0.5254,0.645987843,0.5254,0.0,0.645988,0.0,2704.29,0.0,
MOF_net-pyr_node1-N39_node2-orgN8_edge1-none,5.3094,2.66007,5.3094,1.29311,0.0,0.0,0.1135,0.087772889,0.0,0.1135,0.0,0.0877729,0.0,361.618,
MOF_net-pyr_node1-N39_node2-orgN9_edge1-none,5.39352,3.96958,5.38617,1.0184,1136.79,1116.25,0.3301,0.324135899,0.3301,0.0,0.324136,0.0,1244.89,0.0,
MOF_net-pyr_node1-N69_node2-orgN22_edge1-none,9.9583,6.62429,9.91512,0.891681,1911.66,2143.88,0.5426,0.608513583,0.5426,0.0,0.608514,0.0,3845.74,0.0,
MOF_net-pyr_node1-N69_node2-orgN9_edge1-none,7.80135,5.36319,7.75029,1.07934,1741.95,1613.9,0.4735,0.438694017,0.4735,0.0,0.438693,0.0,2597.51,0.0,
MOF_net-pyr_node1-N70_node2-orgN9_edge1-none,8.27061,5.29751,8.21761,1.02968,1836.75,1783.8,0.4976,0.483256934,0.4976,0.0,0.483256,0.0,2838.42,0.0,
MOF_net-qdl_node1-N54_edge1-none,4.64255,3.46836,4.32267,0.977396,0.0,0.0,0.1919,0.196338025,0.0,0.1919,0.0,0.196338,0.0,391.899,
MOF_net-qdl_node1-N57_edge1-none,3.62337,2.62013,3.3128,2.06254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qtz-e_node1-N12_edge1-none,6.21899,3.10466,6.20397,1.7337,0.0,0.0,0.2747,0.158447252,0.0,0.2747,0.0,0.158447,0.0,1177.84,
MOF_net-qtz-e_node1-N16_edge1-none,6.05662,4.13235,6.03372,1.54494,1352.04,875.139,0.3675,0.237873315,0.3675,0.0,0.237873,0.0,1654.41,0.0,
MOF_net-qtz-e_node1-N21_edge1-none,5.94627,3.01802,5.94072,1.70329,0.0,0.0,0.2446,0.143604436,0.0,0.2446,0.0,0.143604,0.0,1030.4,
MOF_net-qtz-e_node1-N36_edge1-none,6.40907,3.28623,6.40907,1.62887,0.0,0.0,0.2837,0.174169823,0.0,0.2837,0.0,0.17417,0.0,1268.07,
MOF_net-qtz-e_node1-N39_edge1-none,5.91545,2.23502,5.91025,1.55671,0.0,0.0,0.233,0.149674634,0.0,0.233,0.0,0.149675,0.0,638.318,
MOF_net-qtz-e_node1-N47_edge1-none,4.51634,3.10924,4.49386,1.96104,0.0,0.0,0.0387,0.019734427,0.0,0.0387,0.0,0.0197344,0.0,212.465,
MOF_net-qtz-e_node1-N6_edge1-none,6.19815,2.65693,6.19197,1.56355,0.0,0.0,0.3309,0.211633782,0.0,0.3309,0.0,0.211634,0.0,988.854,
MOF_net-qtz-e_node1-N70_edge1-none,6.80615,4.7975,6.70919,1.47367,1524.05,1034.19,0.4218,0.286224189,0.4218,0.0,0.286224,0.0,2093.45,0.0,
MOF_net-qtz-x_node1-N13_edge1-E10,5.91909,3.07427,5.72873,1.59113,0.0,0.0,0.1669,0.104894006,0.0,0.1669,0.0,0.104894,0.0,521.25,
MOF_net-qtz-x_node1-N13_edge1-E2,4.89035,3.45113,4.77922,1.54289,0.0,0.0,0.1831,0.118673399,0.0,0.1831,0.0,0.118673,0.0,586.183,
MOF_net-qtz-x_node1-N13_edge1-none,2.79746,0.6312,2.26402,3.87165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qtz-x_node1-N14_edge1-none,3.82054,1.90786,3.60141,2.38671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qtz-x_node1-N15_edge1-E2,7.25042,3.8055,7.17779,1.23237,1179.69,957.253,0.3247,0.263476066,0.3247,0.0,0.263476,0.0,1469.33,0.0,
MOF_net-qtz-x_node1-N17_edge1-E10,7.26188,3.83263,5.65198,1.19135,676.849,568.137,0.2574,0.216057414,0.2005,0.0569,0.168297,0.047761,924.354,262.323,
MOF_net-qtz-x_node1-N19_edge1-none,2.80035,1.69373,2.73864,2.50917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qtz-x_node1-N20_edge1-none,2.89614,0.76084,2.75902,3.6039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qtz-x_node1-N30_edge1-E10,7.53073,3.65384,7.45255,1.24795,0.0,0.0,0.2388,0.19135382,0.0,0.2388,0.0,0.191353,0.0,1061.16,
MOF_net-qtz-x_node1-N30_edge1-none,3.85224,2.00937,2.98461,2.19911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qtz-x_node1-N36_edge1-E10,7.2752,3.65971,5.40548,1.3001,0.0,0.0,0.2976,0.228905469,0.0,0.2976,0.0,0.228905,0.0,1299.08,
MOF_net-qtz-x_node1-N39_edge1-E10,6.4368,3.8119,6.4368,1.09557,1173.73,1071.35,0.3568,0.325675219,0.3568,0.0,0.325677,0.0,1357.16,0.0,
MOF_net-qtz-x_node1-N39_edge1-E2,5.45615,4.15641,5.19728,1.06299,1109.66,1043.9,0.3142,0.295581332,0.3142,0.0,0.29558,0.0,1222.93,0.0,
MOF_net-qtz-x_node1-N39_edge1-none,3.12179,1.51127,3.12179,2.01135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qtz-x_node1-N43_edge1-E2,6.16765,3.69386,5.30041,1.60046,0.0,0.0,0.1844,0.115216875,0.0,0.1844,0.0,0.115217,0.0,857.306,
MOF_net-qtz-x_node1-N43_edge1-none,2.70825,1.37151,2.70007,3.94204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qtz-x_node1-N44_edge1-E10,6.42812,3.22237,6.42812,1.59978,0.0,0.0,0.2106,0.131643101,0.0,0.2106,0.0,0.131643,0.0,983.458,
MOF_net-qtz-x_node1-N44_edge1-E2,6.87682,3.58589,6.04239,1.55922,0.0,0.0,0.2425,0.155526481,0.0,0.2425,0.0,0.155526,0.0,1157.24,
MOF_net-qtz-x_node1-N44_edge1-E3,6.95074,3.53537,6.73288,1.41889,0.0,0.0,0.293,0.206499447,0.0,0.293,0.0,0.206499,0.0,1357.33,
